Month,Year,Municipality,Establishment Count,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
JUN,18,Abingdon,3,13,642472.91,595994.43,46478.48,169918,123439.18,46478.82,13943.67,11619.73,2323.94
JUN,18,Adams County,11,38,1370033.14,1268184.92,101848.22,426433,324584.89,101848.11,30554.67,25462.23,5092.44
JUN,18,Addieville,1,4,75682.85,69609.51,6073.34,30238,24164.66,6073.34,1821.98,1518.32,303.66
JUN,18,Addison,19,92,7032271.22,6413046.53,619224.69,2303182,1683956.17,619225.83,185768.62,154807.21,30961.41
JUN,18,Albany,2,8,198959.26,183137.57,15821.69,57932,42110.44,15821.56,4746.55,3955.46,791.09
JUN,18,Albers,1,3,129230.6,117032.08,12198.52,47260,35061.48,12198.52,3659.64,3049.7,609.94
JUN,18,Albion,3,11,151774.05,142519.29,9254.76,29421,20166.24,9254.76,2776.51,2313.76,462.75
JUN,18,Aledo,4,14,568250.09,526235.94,42014.15,156064,114049.87,42014.13,12604.4,10503.68,2100.72
JUN,18,Alexander County,3,12,269343.29,244996.77,24346.52,81101,56754.48,24346.52,7303.99,6086.66,1217.33
JUN,18,Alexis,2,7,120281.17,109775.23,10505.94,38498,27992.07,10505.93,3151.85,2626.54,525.31
JUN,18,Algonquin,14,64,2016242.14,1862238.28,154003.86,637124,483120.75,154003.25,46201.54,38501.31,7700.23
JUN,18,Alhambra,2,5,68902.16,63730.25,5171.91,21774,16601.91,5172.09,1551.69,1293.08,258.61
JUN,18,Alorton,2,10,1375518.79,1256399.95,119118.84,404491,285424.01,119066.99,35720.18,29766.83,5953.35
JUN,18,Alsey,2,9,217452.26,202414.28,15037.98,69862,54824.02,15037.98,4511.35,3759.46,751.89
JUN,18,Alsip,13,65,5149344.35,4700664.01,448680.34,1670780,1222163.99,448616.01,134585.53,112154.63,22430.9
JUN,18,Altamont,7,31,601778.19,564080.57,37697.62,179374,141676.97,37697.03,11309.22,9424.36,1884.86
JUN,18,Alton,33,141,6609619.57,6106840.26,502779.31,1976017,1473214.4,502802.6,150841.86,125701.56,25140.3
JUN,18,Altona,1,5,147126.7,136793.72,10332.98,46319,35985.72,10333.28,3100.04,2583.37,516.67
JUN,18,Amboy,6,28,863024.08,781277.12,81746.96,269500,187753.86,81746.14,24524.18,20436.83,4087.35
JUN,18,Andalusia,1,4,62502.65,55733.71,6768.94,18562,11793.06,6768.94,2030.76,1692.3,338.46
JUN,18,Anna,9,42,1314631.17,1227083.87,87547.3,372281,284732.76,87548.24,26264.6,21887.17,4377.43
JUN,18,Annawan,3,15,831663.27,777461.37,54201.9,260580,206365.6,54214.4,16264.53,13553.77,2710.76
JUN,18,Antioch,13,62,4760648.17,4368427.02,392221.15,1493997,1101775.55,392221.45,117666.94,98055.82,19611.12
JUN,18,Arcola,3,13,294273.03,270051.53,24221.5,89563,65341.59,24221.41,7266.46,6055.38,1211.08
JUN,18,Arenzville,1,2,32606.75,29091.83,3514.92,12146,8631.13,3514.87,1054.45,878.7,175.75
JUN,18,Argenta,2,10,266866.91,251320.82,15546.09,88750,73204.21,15545.79,4663.83,3886.52,777.31
JUN,18,Arlington,1,4,152382.99,137570.97,14812.02,42422,27609.98,14812.02,4443.64,3703.04,740.6
JUN,18,Aroma Park,4,15,601283.28,540370.03,60913.25,204706,143793.1,60912.9,18274.07,15228.39,3045.68
JUN,18,Arthur,3,14,427617.94,389420.44,38197.5,141250,103052.14,38197.86,11459.57,9549.64,1909.93
JUN,18,Ashkum,2,6,230095.32,209092.41,21002.91,75163,54160.09,21002.91,6300.91,5250.76,1050.15
JUN,18,Ashland,2,9,268479.48,244387.47,24092.01,82463,58370.99,24092.01,7227.71,6023.1,1204.61
JUN,18,Ashley,3,15,438818.14,402469.75,36348.39,129400,93051.81,36348.19,10904.55,9087.14,1817.41
JUN,18,Ashmore,3,15,530304.85,489630.91,40673.94,148399,107725.24,40673.76,12202.17,10168.48,2033.69
JUN,18,Ashton,3,15,510704.85,467706.34,42998.51,154932,111933.6,42998.4,12899.55,10749.64,2149.91
JUN,18,Assumption,3,14,258217.9,244432.66,13785.24,82005,68218.64,13786.36,4135.98,3446.64,689.34
JUN,18,Athens,4,19,676950.77,618562.32,58388.45,194834,136445.69,58388.31,17516.71,14597.25,2919.46
JUN,18,Atlanta,4,16,353251.63,329772.97,23478.66,102894,79414.78,23479.22,7043.87,5869.9,1173.97
JUN,18,Atwood,1,5,206960.41,190760.03,16200.38,55242,39041.62,16200.38,4860.18,4050.15,810.03
JUN,18,Auburn,8,31,1035998.83,946657.42,89341.41,307126,217785.56,89340.44,26802.52,22335.43,4467.09
JUN,18,Augusta,3,10,165565.14,151657.49,13907.65,51252,37344.35,13907.65,4172.37,3476.97,695.4
JUN,18,Aurora,33,150,8781538.8,8060084.6,721454.2,2756244,2034789.03,721454.97,216437.9,180364.93,36072.97
JUN,18,Ava,2,7,203214.84,186389.46,16825.38,48020,31194.59,16825.41,5047.72,4206.42,841.3
JUN,18,Aviston,3,9,230454.27,204691.23,25763.04,75816,50052.65,25763.35,7729.03,6440.85,1288.18
JUN,18,Avon,1,4,230712.66,210112.48,20600.18,57399,36798.82,20600.18,6180.12,5150.1,1030.02
JUN,18,Baldwin,2,5,78397.89,70041.58,8356.31,27727,19370.51,8356.49,2507.02,2089.19,417.83
JUN,18,Banner,2,8,270990.15,251641.75,19348.4,95653,76304.6,19348.4,5804.54,4837.12,967.42
JUN,18,Barry,5,22,612871.39,556633.49,56237.9,194739,138518.44,56220.56,16866.4,14055.35,2811.05
JUN,18,Bartelso,4,11,130423.23,119795.17,10628.06,46300,35672.03,10627.97,3188.42,2657.02,531.4
JUN,18,Bartlett,12,55,4306698.72,3954902.82,351795.9,1319870,968074.38,351795.62,105539.45,87949.53,17589.92
JUN,18,Bartonville,16,78,3159844.01,2894398.97,265445.04,1015577,750132.89,265444.11,79633.88,66361.57,13272.31
JUN,18,Basco,1,3,74797.44,70179.58,4617.86,25475,20851.44,4623.56,1387.1,1155.92,231.18
JUN,18,Batavia,7,35,1028069.93,958872.95,69196.98,316819,247622.08,69196.92,20759.27,17299.39,3459.88
JUN,18,Batchtown,1,5,159776.71,151625.11,8151.6,45744,37592.4,8151.6,2445.51,2037.93,407.58
JUN,18,Bath,2,6,85506.97,83039.04,2467.93,23462,20994.07,2467.93,740.43,617.02,123.41
JUN,18,Beach Park,7,33,1436981.3,1318865.58,118115.72,504977,386860.87,118116.13,35435.13,29529.28,5905.85
JUN,18,Beardstown,10,48,1912548.75,1745451.51,167097.24,570790,403693.12,167096.88,50129.44,41774.54,8354.9
JUN,18,Beaverville,2,5,0,0,0,0,0,0,0,0,0
JUN,18,Beckemeyer,2,10,546230.39,501993.78,44236.61,177818,133581.47,44236.53,13271.03,11059.19,2211.84
JUN,18,Bedford Park,5,23,3093294.45,2840721.07,252573.38,994644,742073.43,252570.57,75771.37,63142.82,12628.55
JUN,18,Beecher,9,40,1239796.6,1132942.4,106854.2,385631,278771.55,106859.45,32058.13,26715.11,5343.02
JUN,18,Belgium,2,9,418896.7,386502.36,32394.34,128441,96046.29,32394.71,9718.53,8098.76,1619.77
JUN,18,Belleville,26,120,5432581.5,5012414.68,420166.82,1750459,1330319.06,420139.94,126043.41,105036.21,21007.2
JUN,18,Bellevue,3,15,550884.11,506187.83,44696.28,178027,133330.73,44696.27,13409.01,11174.18,2234.83
JUN,18,Bellwood,2,8,294221.47,276188.47,18033,100813,82780.07,18032.93,5409.92,4508.27,901.65
JUN,18,Belvidere,21,98,6830223.54,6238336.14,591887.4,2166904,1574912.24,591991.76,177598.09,147998.41,29599.68
JUN,18,Bement,4,18,377111.74,341123.16,35988.58,122501,86512.54,35988.46,10796.81,8997.34,1799.47
JUN,18,Benld,3,15,352972.98,324640.41,28332.57,104399,76066.46,28332.54,8499.9,7083.26,1416.64
JUN,18,Bensenville,7,33,1584348.77,1441656.37,142692.4,506306,363594.28,142711.72,42813.81,35678.17,7135.64
JUN,18,Benson,1,4,108414.1,99955.34,8458.76,32657,24198.14,8458.86,2537.73,2114.78,422.95
JUN,18,Benton,12,56,1706088.65,1573352.41,132736.24,502421,369684.33,132736.67,39821.57,33184.64,6636.93
JUN,18,Berkeley,6,28,2088504.06,1911596.92,176907.14,625025,448117,176908,53072.71,44227.27,8845.44
JUN,18,Berwyn,52,237,12649243.66,11613165.14,1036078.52,4183106,3146729.98,1036376.02,310915,259095.94,51819.06
JUN,18,Bethalto,3,14,542469.24,496682.87,45786.37,158374,112587.51,45786.49,13736.08,11446.73,2289.35
JUN,18,Bethany,1,5,78374.51,72905.24,5469.27,29301,23831.82,5469.18,1640.81,1367.35,273.46
JUN,18,Big Rock,1,4,166049.11,159067.19,6981.92,41806,34824.08,6981.92,2094.56,1745.47,349.09
