Month,Year,Municipality,Establishment Count,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
SEP,18,Abingdon,3,13,562904.41,515415.43,47488.98,142716,95227.03,47488.97,14246.74,11872.29,2374.45
SEP,18,Adams County,11,37,1225583.22,1131201.57,94381.65,364434,270033.92,94400.08,28320.38,23600.31,4720.07
SEP,18,Addieville,1,4,93098.66,86882.53,6216.13,35384,29168.07,6215.93,1864.82,1554.01,310.81
SEP,18,Addison,19,93,6791323.24,6237023.73,554299.51,2149952,1595668.68,554283.32,166285.62,138571.36,27714.26
SEP,18,Albany,2,8,178632.18,161922.95,16709.23,59174,42464.77,16709.23,5012.79,4177.32,835.47
SEP,18,Albers,1,3,154224.94,144781.59,9443.35,50961,41517.65,9443.35,2833.05,2360.87,472.18
SEP,18,Albion,4,16,152629.41,137517.26,15112.15,35005,19892.68,15112.32,4533.74,3778.12,755.62
SEP,18,Aledo,6,24,519223.46,467588.46,51635,154467,102832.23,51634.77,15490.56,12908.82,2581.74
SEP,18,Alexander County,2,7,127970.77,115814.56,12156.21,42984,30827.85,12156.15,3646.88,3039.07,607.81
SEP,18,Alexis,2,7,98064.06,90530.43,7533.63,30546,23012.17,7533.83,2260.19,1883.49,376.7
SEP,18,Algonquin,15,68,2035924.67,1853579.11,182345.56,682436,500089.86,182346.14,54704.47,45587.06,9117.41
SEP,18,Alhambra,2,5,97903.38,88566.13,9337.25,30520,21182.75,9337.25,2801.19,2334.32,466.87
SEP,18,Alorton,2,10,1489963.97,1363269.95,126694.02,440992,314391.43,126600.57,37980.18,31650.15,6330.03
SEP,18,Alsey,2,9,288793.59,269714.39,19079.2,90048,70968.8,19079.2,5723.83,4769.87,953.96
SEP,18,Alsip,13,65,4973340.57,4567644.71,405695.86,1579115,1173964.37,405150.63,121545.8,101288.19,20257.61
SEP,18,Altamont,7,31,759445.78,697465.8,61979.98,200086,138113.09,61972.91,18592.18,15493.49,3098.69
SEP,18,Alton,33,141,6641447.59,6087303.94,554143.65,2011968,1457051.03,554916.97,166476.18,138730.23,27745.95
SEP,18,Altona,1,5,166542.45,155210.89,11331.56,47883,36553.77,11329.23,3398.85,2832.38,566.47
SEP,18,Amboy,6,28,1084479.16,998641.18,85837.98,341209,255370.88,85838.12,25751.81,21459.86,4291.95
SEP,18,Andalusia,1,4,49292.43,44710.56,4581.87,15221,10639.15,4581.85,1374.58,1145.48,229.1
SEP,18,Anna,10,47,1245759.51,1141803,103956.51,369340,265383.04,103956.96,31187.41,25989.52,5197.89
SEP,18,Annawan,3,15,784739.42,734382.79,50356.63,246554,196199.92,50354.08,15106.29,12588.58,2517.71
SEP,18,Antioch,13,63,4479509.53,4110738.27,368771.26,1396750,1027978.57,368771.43,110632.01,92193.36,18438.65
SEP,18,Arcola,3,13,564915.59,512501.79,52413.8,175354,122940.93,52413.07,15724.05,13103.37,2620.68
SEP,18,Arenzville,1,2,26699.74,24550.62,2149.12,10582,8433.13,2148.87,644.66,537.22,107.44
SEP,18,Argenta,2,10,223199.93,206129.13,17070.8,68634,51563.21,17070.79,5121.33,4267.79,853.54
SEP,18,Arlington,1,4,97398.7,89422.82,7975.88,29178,21202.12,7975.88,2392.82,1994.02,398.8
SEP,18,Aroma Park,4,15,747345.96,685363.55,61982.41,243543,181560.64,61982.36,18594.8,15495.66,3099.14
SEP,18,Arthur,3,14,440841.22,410342.44,30498.78,141364,110864.92,30499.08,9149.85,7624.89,1524.96
SEP,18,Ashkum,2,6,232448.92,205586.8,26862.12,78635,51772.88,26862.12,8058.75,6715.63,1343.12
SEP,18,Ashland,2,9,178408.69,163372.97,15035.72,57275,42238.94,15036.06,4510.88,3759.07,751.81
SEP,18,Ashley,3,15,351125.44,319657.57,31467.87,107522,76054.03,31467.97,9440.52,7867.11,1573.41
SEP,18,Ashmore,3,15,546565.24,516101.7,30463.54,153175,122711.51,30463.49,9139.17,7615.96,1523.21
SEP,18,Ashton,3,15,423777.48,386791.91,36985.57,125289,88303.28,36985.72,11095.83,9246.53,1849.3
SEP,18,Assumption,4,19,331417.55,302814.44,28603.11,103083,74480.6,28602.4,8580.82,7150.68,1430.14
SEP,18,Astoria,1,3,82511.64,75862.23,6649.41,23219,16569.59,6649.41,1994.83,1662.36,332.47
SEP,18,Athens,4,19,572071.77,526464.56,45607.21,175264,129657.91,45606.09,13681.95,11401.63,2280.32
SEP,18,Atlanta,4,16,332085.23,304197.25,27887.98,93598,65710.02,27887.98,8366.53,6972.11,1394.42
SEP,18,Atwood,2,10,306240.51,279590.68,26649.83,85180,58530.38,26649.62,7995.03,6662.53,1332.5
SEP,18,Auburn,8,32,958849.43,868321.21,90528.22,298946,208417.63,90528.37,27158.71,22632.25,4526.46
SEP,18,Augusta,3,10,223928.08,205475.41,18452.67,71070,52616.98,18453.02,5535.91,4613.26,922.65
