Mubicipality,Year,Month,Labor Force,Employed,Unemployed,Unemployment Rate
KNOX COUNTY,2018,3,"22,305","21,077","1,228",5.5
KNOX COUNTY,2018,4,"22,434","21,440",994,4.4
KNOX COUNTY,2018,5,"22,510","21,551",959,4.3
KNOX COUNTY,2018,6,"22,628","21,455","1,173",5.2
KNOX COUNTY,2018,7,"22,452","21,356","1,096",4.9
KNOX COUNTY,2018,8,"22,186","21,058","1,128",5.1
KNOX COUNTY,2018,9,"22,259","21,174","1,085",4.9
KNOX COUNTY,2018,10,"22,061","20,900","1,161",5.3
KNOX COUNTY,2018,11,"21,761","20,667","1,094",5
KNOX COUNTY,2018,12,"21,493","20,167","1,326",6.2
KNOX COUNTY,2018,13,"22,181","21,029","1,152",5.2
LAKE COUNTY,2018,1,"371,549","352,133","19,416",5.2
LAKE COUNTY,2018,2,"373,972","354,749","19,223",5.1
LAKE COUNTY,2018,3,"374,930","356,046","18,884",5
LAKE COUNTY,2018,4,"373,626","358,893","14,733",3.9
LAKE COUNTY,2018,5,"376,051","362,267","13,784",3.7
LAKE COUNTY,2018,6,"383,372","366,616","16,756",4.4
LAKE COUNTY,2018,7,"385,815","369,320","16,495",4.3
LAKE COUNTY,2018,8,"378,213","361,920","16,293",4.3
LAKE COUNTY,2018,9,"376,922","362,122","14,800",3.9
LAKE COUNTY,2018,10,"378,863","363,119","15,744",4.2
LAKE COUNTY,2018,11,"379,761","364,362","15,399",4.1
LAKE COUNTY,2018,12,"380,839","360,832","20,007",5.3
LAKE COUNTY,2018,13,"377,827","361,032","16,795",4.4
LASALLE COUNTY,2018,1,"56,202","52,349","3,853",6.9
LASALLE COUNTY,2018,2,"56,243","52,636","3,607",6.4
LASALLE COUNTY,2018,3,"56,694","53,259","3,435",6.1
LASALLE COUNTY,2018,4,"56,331","53,512","2,819",5
LASALLE COUNTY,2018,5,"56,533","53,838","2,695",4.8
LASALLE COUNTY,2018,6,"57,008","53,814","3,194",5.6
LASALLE COUNTY,2018,7,"56,849","53,696","3,153",5.5
LASALLE COUNTY,2018,8,"55,651","52,615","3,036",5.5
LASALLE COUNTY,2018,9,"55,615","52,963","2,652",4.8
LASALLE COUNTY,2018,10,"55,485","52,610","2,875",5.2
LASALLE COUNTY,2018,11,"55,262","52,289","2,973",5.4
LASALLE COUNTY,2018,12,"55,662","51,725","3,937",7.1
LASALLE COUNTY,2018,13,"56,128","52,942","3,186",5.7
LAWRENCE COUNTY,2018,1,"5,954","5,579",375,6.3
LAWRENCE COUNTY,2018,2,"6,039","5,661",378,6.3
LAWRENCE COUNTY,2018,3,"6,042","5,693",349,5.8
LAWRENCE COUNTY,2018,4,"5,973","5,689",284,4.8
LAWRENCE COUNTY,2018,5,"6,005","5,728",277,4.6
LAWRENCE COUNTY,2018,6,"6,083","5,721",362,6
LAWRENCE COUNTY,2018,7,"6,048","5,698",350,5.8
LAWRENCE COUNTY,2018,8,"5,898","5,545",353,6
LAWRENCE COUNTY,2018,9,"5,933","5,626",307,5.2
LAWRENCE COUNTY,2018,10,"5,972","5,662",310,5.2
LAWRENCE COUNTY,2018,11,"6,002","5,665",337,5.6
LAWRENCE COUNTY,2018,12,"6,029","5,625",404,6.7
LAWRENCE COUNTY,2018,13,"5,999","5,658",341,5.7
LEE COUNTY,2018,1,"17,863","16,964",899,5
LEE COUNTY,2018,2,"17,782","16,926",856,4.8
LEE COUNTY,2018,3,"17,866","17,066",800,4.5
LEE COUNTY,2018,4,"18,117","17,444",673,3.7
LEE COUNTY,2018,5,"18,078","17,412",666,3.7
LEE COUNTY,2018,6,"18,087","17,269",818,4.5
LEE COUNTY,2018,7,"18,239","17,487",752,4.1
LEE COUNTY,2018,8,"17,668","16,952",716,4.1
LEE COUNTY,2018,9,"17,845","17,173",672,3.8
LEE COUNTY,2018,10,"18,107","17,374",733,4
LEE COUNTY,2018,11,"17,838","17,066",772,4.3
LEE COUNTY,2018,12,"17,744","16,829",915,5.2
LEE COUNTY,2018,13,"17,937","17,164",773,4.3
LIVINGSTON COUNTY,2018,1,"16,406","15,603",803,4.9
LIVINGSTON COUNTY,2018,2,"16,500","15,714",786,4.8
LIVINGSTON COUNTY,2018,3,"16,569","15,832",737,4.4
LIVINGSTON COUNTY,2018,4,"16,833","16,231",602,3.6
LIVINGSTON COUNTY,2018,5,"16,935","16,315",620,3.7
LIVINGSTON COUNTY,2018,6,"16,885","16,125",760,4.5
LIVINGSTON COUNTY,2018,7,"17,035","16,292",743,4.4
LIVINGSTON COUNTY,2018,8,"16,610","15,887",723,4.4
LIVINGSTON COUNTY,2018,9,"16,790","16,126",664,4
LIVINGSTON COUNTY,2018,10,"16,728","16,037",691,4.1
LIVINGSTON COUNTY,2018,11,"16,491","15,843",648,3.9
LIVINGSTON COUNTY,2018,12,"16,311","15,546",765,4.7
LIVINGSTON COUNTY,2018,13,"16,675","15,963",712,4.3
LOGAN COUNTY,2018,1,"12,802","12,142",660,5.2
LOGAN COUNTY,2018,2,"12,978","12,333",645,5
LOGAN COUNTY,2018,3,"13,015","12,401",614,4.7
LOGAN COUNTY,2018,4,"13,061","12,559",502,3.8
LOGAN COUNTY,2018,5,"13,084","12,577",507,3.9
LOGAN COUNTY,2018,6,"13,051","12,418",633,4.9
LOGAN COUNTY,2018,7,"12,806","12,195",611,4.8
LOGAN COUNTY,2018,8,"12,764","12,173",591,4.6
LOGAN COUNTY,2018,9,"12,926","12,367",559,4.3
LOGAN COUNTY,2018,10,"12,951","12,369",582,4.5
LOGAN COUNTY,2018,11,"12,890","12,336",554,4.3
LOGAN COUNTY,2018,12,"12,795","12,158",637,5
LOGAN COUNTY,2018,13,"12,927","12,336",591,4.6
MCDONOUGH COUNTY,2018,1,"13,426","12,734",692,5.2
MCDONOUGH COUNTY,2018,2,"13,622","12,957",665,4.9
MCDONOUGH COUNTY,2018,3,"13,610","12,965",645,4.7
MCDONOUGH COUNTY,2018,4,"13,697","13,163",534,3.9
MCDONOUGH COUNTY,2018,5,"13,681","13,120",561,4.1
MCDONOUGH COUNTY,2018,6,"12,503","11,707",796,6.4
MCDONOUGH COUNTY,2018,7,"12,303","11,513",790,6.4
MCDONOUGH COUNTY,2018,8,"12,561","11,904",657,5.2
MCDONOUGH COUNTY,2018,9,"13,828","13,227",601,4.3
MCDONOUGH COUNTY,2018,10,"13,924","13,272",652,4.7
MCDONOUGH COUNTY,2018,11,"13,799","13,209",590,4.3
MCDONOUGH COUNTY,2018,12,"13,639","13,002",637,4.7
MCDONOUGH COUNTY,2018,13,"13,383","12,731",652,4.9
MCHENRY COUNTY,2018,1,"165,270","157,310","7,960",4.8
MCHENRY COUNTY,2018,2,"166,895","159,282","7,613",4.6
MCHENRY COUNTY,2018,3,"166,087","159,945","6,142",3.7
MCHENRY COUNTY,2018,4,"164,776","159,289","5,487",3.3
MCHENRY COUNTY,2018,5,"164,787","159,958","4,829",2.9
MCHENRY COUNTY,2018,6,"168,497","161,911","6,586",3.9
MCHENRY COUNTY,2018,7,"168,252","162,247","6,005",3.6
MCHENRY COUNTY,2018,8,"165,501","159,959","5,542",3.3
MCHENRY COUNTY,2018,9,"164,436","159,457","4,979",3
MCHENRY COUNTY,2018,10,"165,420","160,022","5,398",3.3
MCHENRY COUNTY,2018,11,"165,454","160,401","5,053",3.1
MCHENRY COUNTY,2018,12,"165,422","159,639","5,783",3.5
MCHENRY COUNTY,2018,13,"165,900","159,952","5,948",3.6
MCLEAN COUNTY,2018,1,"87,776","83,861","3,915",4.5
MCLEAN COUNTY,2018,2,"90,222","86,477","3,745",4.2
MCLEAN COUNTY,2018,3,"90,146","86,475","3,671",4.1
MCLEAN COUNTY,2018,4,"90,442","87,361","3,081",3.4
MCLEAN COUNTY,2018,5,"89,476","86,387","3,089",3.5
MCLEAN COUNTY,2018,6,"87,987","83,939","4,048",4.6
MCLEAN COUNTY,2018,7,"88,130","84,187","3,943",4.5
MCLEAN COUNTY,2018,8,"87,194","83,509","3,685",4.2
MCLEAN COUNTY,2018,9,"89,081","85,691","3,390",3.8
MCLEAN COUNTY,2018,10,"89,994","86,291","3,703",4.1
MCLEAN COUNTY,2018,11,"90,205","86,768","3,437",3.8
MCLEAN COUNTY,2018,12,"88,575","84,725","3,850",4.3
MCLEAN COUNTY,2018,13,"89,103","85,473","3,630",4.1
MACON COUNTY,2018,1,"49,374","46,488","2,886",5.8
MACON COUNTY,2018,2,"49,750","46,945","2,805",5.6
MACON COUNTY,2018,3,"49,819","47,043","2,776",5.6
MACON COUNTY,2018,4,"49,867","47,474","2,393",4.8
MACON COUNTY,2018,5,"50,268","47,934","2,334",4.6
MACON COUNTY,2018,6,"50,845","47,857","2,988",5.9
MACON COUNTY,2018,7,"50,817","47,852","2,965",5.8
MACON COUNTY,2018,8,"49,795","46,985","2,810",5.6
MACON COUNTY,2018,9,"49,883","47,386","2,497",5
MACON COUNTY,2018,10,"50,003","47,311","2,692",5.4
MACON COUNTY,2018,11,"49,649","47,013","2,636",5.3
MACON COUNTY,2018,12,"49,378","46,383","2,995",6.1
MACON COUNTY,2018,13,"49,954","47,223","2,731",5.5
MACOUPIN COUNTY,2018,1,"22,904","21,588","1,316",5.7
MACOUPIN COUNTY,2018,2,"23,010","21,771","1,239",5.4
MACOUPIN COUNTY,2018,3,"23,040","21,893","1,147",5
MACOUPIN COUNTY,2018,4,"23,024","22,080",944,4.1
MACOUPIN COUNTY,2018,5,"23,168","22,218",950,4.1
MACOUPIN COUNTY,2018,6,"23,373","22,222","1,151",4.9
MACOUPIN COUNTY,2018,7,"23,345","22,201","1,144",4.9
MACOUPIN COUNTY,2018,8,"22,858","21,783","1,075",4.7
MACOUPIN COUNTY,2018,9,"22,992","21,994",998,4.3
MACOUPIN COUNTY,2018,10,"23,135","22,086","1,049",4.5
MACOUPIN COUNTY,2018,11,"23,072","22,003","1,069",4.6
MACOUPIN COUNTY,2018,12,"23,029","21,757","1,272",5.5
MACOUPIN COUNTY,2018,13,"23,079","21,966","1,113",4.8
MADISON COUNTY,2018,1,"133,422","126,994","6,428",4.8
MADISON COUNTY,2018,2,"134,237","128,149","6,088",4.5
MADISON COUNTY,2018,3,"134,235","128,361","5,874",4.4
MADISON COUNTY,2018,4,"134,160","129,066","5,094",3.8
MADISON COUNTY,2018,5,"134,655","129,345","5,310",3.9
MADISON COUNTY,2018,6,"135,941","129,343","6,598",4.9
MADISON COUNTY,2018,7,"135,519","129,041","6,478",4.8
MADISON COUNTY,2018,8,"133,616","127,458","6,158",4.6
MADISON COUNTY,2018,9,"134,116","128,509","5,607",4.2
MADISON COUNTY,2018,10,"135,153","129,230","5,923",4.4
MADISON COUNTY,2018,11,"134,846","129,170","5,676",4.2
MADISON COUNTY,2018,12,"134,594","128,235","6,359",4.7
MADISON COUNTY,2018,13,"134,541","128,575","5,966",4.4
MARION COUNTY,2018,1,"17,576","16,592",984,5.6
MARION COUNTY,2018,2,"17,734","16,822",912,5.1
MARION COUNTY,2018,3,"17,889","17,008",881,4.9
MARION COUNTY,2018,4,"17,914","17,165",749,4.2
MARION COUNTY,2018,5,"17,945","17,217",728,4.1
MARION COUNTY,2018,6,"18,089","17,167",922,5.1
MARION COUNTY,2018,7,"17,981","17,051",930,5.2
MARION COUNTY,2018,8,"17,671","16,815",856,4.8
MARION COUNTY,2018,9,"17,853","17,048",805,4.5
MARION COUNTY,2018,10,"17,985","17,163",822,4.6
MARION COUNTY,2018,11,"17,902","17,100",802,4.5
MARION COUNTY,2018,12,"17,916","17,014",902,5
MARION COUNTY,2018,13,"17,872","17,014",858,4.8
MARSHALL COUNTY,2018,1,"5,351","5,017",334,6.2
MARSHALL COUNTY,2018,2,"5,390","5,039",351,6.5
MARSHALL COUNTY,2018,3,"5,445","5,129",316,5.8
MARSHALL COUNTY,2018,4,"5,431","5,170",261,4.8
MARSHALL COUNTY,2018,5,"5,477","5,246",231,4.2
MARSHALL COUNTY,2018,6,"5,541","5,258",283,5.1
MARSHALL COUNTY,2018,7,"5,566","5,307",259,4.7
MARSHALL COUNTY,2018,8,"5,436","5,173",263,4.8
MARSHALL COUNTY,2018,9,"5,429","5,192",237,4.4
MARSHALL COUNTY,2018,10,"5,436","5,184",252,4.6
MARSHALL COUNTY,2018,11,"5,399","5,137",262,4.9
MARSHALL COUNTY,2018,12,"5,352","5,036",316,5.9
MARSHALL COUNTY,2018,13,"5,437","5,157",280,5.1
MASON COUNTY,2018,1,"6,201","5,774",427,6.9
MASON COUNTY,2018,2,"6,220","5,817",403,6.5
MASON COUNTY,2018,3,"6,300","5,913",387,6.1
MASON COUNTY,2018,4,"6,348","6,035",313,4.9
MASON COUNTY,2018,5,"6,453","6,147",306,4.7
MASON COUNTY,2018,6,"6,477","6,086",391,6
MASON COUNTY,2018,7,"6,459","6,072",387,6
MASON COUNTY,2018,8,"6,357","5,977",380,6
MASON COUNTY,2018,9,"6,309","5,989",320,5.1
MASON COUNTY,2018,10,"6,276","5,943",333,5.3
MASON COUNTY,2018,11,"6,220","5,879",341,5.5
MASON COUNTY,2018,12,"6,193","5,755",438,7.1
MASON COUNTY,2018,13,"6,318","5,949",369,5.8
MASSAC COUNTY,2018,1,"5,715","5,354",361,6.3
MASSAC COUNTY,2018,2,"5,748","5,370",378,6.6
MASSAC COUNTY,2018,3,"5,711","5,349",362,6.3
MASSAC COUNTY,2018,4,"5,734","5,388",346,6
MASSAC COUNTY,2018,5,"5,774","5,410",364,6.3
MASSAC COUNTY,2018,6,"5,850","5,395",455,7.8
MASSAC COUNTY,2018,7,"5,803","5,328",475,8.2
MASSAC COUNTY,2018,8,"5,684","5,255",429,7.5
MASSAC COUNTY,2018,9,"5,702","5,322",380,6.7
MASSAC COUNTY,2018,10,"5,683","5,290",393,6.9
MASSAC COUNTY,2018,11,"5,654","5,281",373,6.6
MASSAC COUNTY,2018,12,"5,613","5,223",390,6.9
MASSAC COUNTY,2018,13,"5,722","5,330",392,6.9
MENARD COUNTY,2018,1,"6,552","6,209",343,5.2
MENARD COUNTY,2018,2,"6,594","6,267",327,5
MENARD COUNTY,2018,3,"6,631","6,338",293,4.4
MENARD COUNTY,2018,4,"6,606","6,387",219,3.3
MENARD COUNTY,2018,5,"6,634","6,422",212,3.2
MENARD COUNTY,2018,6,"6,659","6,412",247,3.7
MENARD COUNTY,2018,7,"6,667","6,431",236,3.5
MENARD COUNTY,2018,8,"6,656","6,409",247,3.7
MENARD COUNTY,2018,9,"6,600","6,365",235,3.6
MENARD COUNTY,2018,10,"6,592","6,340",252,3.8
MENARD COUNTY,2018,11,"6,503","6,269",234,3.6
MENARD COUNTY,2018,12,"6,493","6,184",309,4.8
MENARD COUNTY,2018,13,"6,599","6,336",263,4
MERCER COUNTY,2018,1,"8,076","7,507",569,7
MERCER COUNTY,2018,2,"8,093","7,527",566,7
MERCER COUNTY,2018,3,"8,129","7,634",495,6.1
MERCER COUNTY,2018,4,"8,127","7,757",370,4.6
MERCER COUNTY,2018,5,"8,197","7,878",319,3.9
MERCER COUNTY,2018,6,"8,290","7,908",382,4.6
MERCER COUNTY,2018,7,"8,302","7,940",362,4.4
MERCER COUNTY,2018,8,"8,056","7,706",350,4.3
MERCER COUNTY,2018,9,"8,120","7,771",349,4.3
MERCER COUNTY,2018,10,"8,145","7,756",389,4.8
MERCER COUNTY,2018,11,"8,086","7,724",362,4.5
MERCER COUNTY,2018,12,"8,092","7,584",508,6.3
MERCER COUNTY,2018,13,"8,142","7,724",418,5.1
MONROE COUNTY,2018,1,"18,601","17,908",693,3.7
MONROE COUNTY,2018,2,"18,740","18,073",667,3.6
MONROE COUNTY,2018,3,"18,730","18,112",618,3.3
MONROE COUNTY,2018,4,"18,754","18,230",524,2.8
MONROE COUNTY,2018,5,"18,816","18,284",532,2.8
MONROE COUNTY,2018,6,"18,964","18,281",683,3.6
MONROE COUNTY,2018,7,"18,914","18,243",671,3.5
MONROE COUNTY,2018,8,"18,653","17,999",654,3.5
MONROE COUNTY,2018,9,"18,773","18,155",618,3.3
MONROE COUNTY,2018,10,"18,905","18,253",652,3.4
MONROE COUNTY,2018,11,"18,864","18,228",636,3.4
MONROE COUNTY,2018,12,"18,742","18,075",667,3.6
MONROE COUNTY,2018,13,"18,788","18,153",635,3.4
MONTGOMERY COUNTY,2018,1,"11,758","10,939",819,7
MONTGOMERY COUNTY,2018,2,"11,770","10,983",787,6.7
MONTGOMERY COUNTY,2018,3,"11,826","11,133",693,5.9
MONTGOMERY COUNTY,2018,4,"11,975","11,387",588,4.9
MONTGOMERY COUNTY,2018,5,"12,061","11,490",571,4.7
MONTGOMERY COUNTY,2018,6,"12,233","11,533",700,5.7
MONTGOMERY COUNTY,2018,7,"12,151","11,473",678,5.6
MONTGOMERY COUNTY,2018,8,"11,953","11,289",664,5.6
MONTGOMERY COUNTY,2018,9,"11,921","11,307",614,5.2
MONTGOMERY COUNTY,2018,10,"11,905","11,244",661,5.6
MONTGOMERY COUNTY,2018,11,"11,784","11,089",695,5.9
MONTGOMERY COUNTY,2018,12,"11,768","10,956",812,6.9
MONTGOMERY COUNTY,2018,13,"11,925","11,235",690,5.8
MORGAN COUNTY,2018,1,"16,181","15,358",823,5.1
MORGAN COUNTY,2018,2,"16,297","15,534",763,4.7
MORGAN COUNTY,2018,3,"16,452","15,721",731,4.4
MORGAN COUNTY,2018,4,"16,487","15,859",628,3.8
MORGAN COUNTY,2018,5,"16,618","16,010",608,3.7
MORGAN COUNTY,2018,6,"16,557","15,788",769,4.6
MORGAN COUNTY,2018,7,"16,475","15,744",731,4.4
MORGAN COUNTY,2018,8,"16,244","15,542",702,4.3
MORGAN COUNTY,2018,9,"16,535","15,895",640,3.9
MORGAN COUNTY,2018,10,"16,463","15,770",693,4.2
MORGAN COUNTY,2018,11,"16,369","15,701",668,4.1
MORGAN COUNTY,2018,12,"16,254","15,451",803,4.9
MORGAN COUNTY,2018,13,"16,411","15,698",713,4.3
MOULTRIE COUNTY,2018,1,"7,274","6,971",303,4.2
MOULTRIE COUNTY,2018,2,"7,339","7,051",288,3.9
MOULTRIE COUNTY,2018,3,"7,411","7,134",277,3.7
MOULTRIE COUNTY,2018,4,"7,422","7,200",222,3
MOULTRIE COUNTY,2018,5,"7,554","7,320",234,3.1
MOULTRIE COUNTY,2018,6,"7,707","7,392",315,4.1
MOULTRIE COUNTY,2018,7,"7,680","7,386",294,3.8
MOULTRIE COUNTY,2018,8,"7,604","7,310",294,3.9
MOULTRIE COUNTY,2018,9,"7,597","7,312",285,3.8
MOULTRIE COUNTY,2018,10,"7,615","7,310",305,4
MOULTRIE COUNTY,2018,11,"7,545","7,267",278,3.7
MOULTRIE COUNTY,2018,12,"7,532","7,233",299,4
MOULTRIE COUNTY,2018,13,"7,524","7,241",283,3.8
OGLE COUNTY,2018,1,"25,156","23,653","1,503",6
OGLE COUNTY,2018,2,"25,282","23,838","1,444",5.7
OGLE COUNTY,2018,3,"25,393","24,059","1,334",5.3
OGLE COUNTY,2018,4,"25,549","24,461","1,088",4.3
OGLE COUNTY,2018,5,"25,686","24,682","1,004",3.9
OGLE COUNTY,2018,6,"26,117","24,899","1,218",4.7
OGLE COUNTY,2018,7,"25,750","24,592","1,158",4.5
OGLE COUNTY,2018,8,"25,272","24,092","1,180",4.7
OGLE COUNTY,2018,9,"25,357","24,289","1,068",4.2
OGLE COUNTY,2018,10,"25,516","24,374","1,142",4.5
OGLE COUNTY,2018,11,"25,482","24,113","1,369",5.4
OGLE COUNTY,2018,12,"25,227","23,793","1,434",5.7
OGLE COUNTY,2018,13,"25,482","24,237","1,245",4.9
PEORIA COUNTY,2018,1,"85,502","80,269","5,233",6.1
PEORIA COUNTY,2018,2,"85,825","80,712","5,113",6
PEORIA COUNTY,2018,3,"86,509","81,533","4,976",5.8
PEORIA COUNTY,2018,4,"86,049","81,767","4,282",5
PEORIA COUNTY,2018,5,"86,516","82,327","4,189",4.8
PEORIA COUNTY,2018,6,"87,393","82,495","4,898",5.6
PEORIA COUNTY,2018,7,"87,976","83,113","4,863",5.5
PEORIA COUNTY,2018,8,"86,790","82,071","4,719",5.4
PEORIA COUNTY,2018,9,"86,480","82,138","4,342",5
PEORIA COUNTY,2018,10,"86,788","82,194","4,594",5.3
PEORIA COUNTY,2018,11,"86,300","81,920","4,380",5.1
PEORIA COUNTY,2018,12,"85,988","80,832","5,156",6
PEORIA COUNTY,2018,13,"86,510","81,781","4,729",5.5
PERRY COUNTY,2018,1,"8,424","7,880",544,6.5
PERRY COUNTY,2018,2,"8,478","7,974",504,5.9
PERRY COUNTY,2018,3,"8,478","7,989",489,5.8
PERRY COUNTY,2018,4,"8,496","8,079",417,4.9
PERRY COUNTY,2018,5,"8,487","8,049",438,5.2
PERRY COUNTY,2018,6,"8,381","7,848",533,6.4
PERRY COUNTY,2018,7,"8,612","8,025",587,6.8
PERRY COUNTY,2018,8,"8,356","7,872",484,5.8
PERRY COUNTY,2018,9,"8,463","8,011",452,5.3
PERRY COUNTY,2018,10,"8,517","8,037",480,5.6
PERRY COUNTY,2018,11,"8,440","7,961",479,5.7
PERRY COUNTY,2018,12,"8,385","7,874",511,6.1
PERRY COUNTY,2018,13,"8,460","7,967",493,5.8
PIATT COUNTY,2018,1,"8,143","7,743",400,4.9
PIATT COUNTY,2018,2,"8,652","8,260",392,4.5
PIATT COUNTY,2018,3,"8,679","8,309",370,4.3
PIATT COUNTY,2018,4,"8,808","8,487",321,3.6
PIATT COUNTY,2018,5,"8,700","8,390",310,3.6
PIATT COUNTY,2018,6,"8,348","7,971",377,4.5
PIATT COUNTY,2018,7,"8,443","8,071",372,4.4
PIATT COUNTY,2018,8,"8,116","7,763",353,4.3
PIATT COUNTY,2018,9,"8,679","8,358",321,3.7
PIATT COUNTY,2018,10,"8,837","8,495",342,3.9
PIATT COUNTY,2018,11,"8,744","8,416",328,3.8
PIATT COUNTY,2018,12,"8,635","8,267",368,4.3
PIATT COUNTY,2018,13,"8,566","8,211",355,4.1
PIKE COUNTY,2018,1,"7,088","6,708",380,5.4
PIKE COUNTY,2018,2,"7,090","6,722",368,5.2
PIKE COUNTY,2018,3,"7,234","6,872",362,5
PIKE COUNTY,2018,4,"7,316","7,015",301,4.1
PIKE COUNTY,2018,5,"7,432","7,152",280,3.8
PIKE COUNTY,2018,6,"7,484","7,144",340,4.5
PIKE COUNTY,2018,7,"7,373","7,033",340,4.6
PIKE COUNTY,2018,8,"7,170","6,825",345,4.8
PIKE COUNTY,2018,9,"7,326","7,020",306,4.2
PIKE COUNTY,2018,10,"7,188","6,859",329,4.6
PIKE COUNTY,2018,11,"7,019","6,699",320,4.6
PIKE COUNTY,2018,12,"6,955","6,550",405,5.8
PIKE COUNTY,2018,13,"7,223","6,883",340,4.7
POPE COUNTY,2018,1,"1,767","1,652",115,6.5
POPE COUNTY,2018,2,"1,781","1,672",109,6.1
POPE COUNTY,2018,3,"1,777","1,677",100,5.6
POPE COUNTY,2018,4,"1,783","1,701",82,4.6
POPE COUNTY,2018,5,"1,814","1,724",90,5
POPE COUNTY,2018,6,"1,803","1,691",112,6.2
POPE COUNTY,2018,7,"1,772","1,661",111,6.3
POPE COUNTY,2018,8,"1,723","1,615",108,6.3
POPE COUNTY,2018,9,"1,747","1,651",96,5.5
POPE COUNTY,2018,10,"1,734","1,637",97,5.6
POPE COUNTY,2018,11,"1,713","1,619",94,5.5
POPE COUNTY,2018,12,"1,698","1,587",111,6.5
POPE COUNTY,2018,13,"1,759","1,657",102,5.8
PULASKI COUNTY,2018,1,"2,022","1,849",173,8.6
PULASKI COUNTY,2018,2,"2,023","1,850",173,8.6
PULASKI COUNTY,2018,3,"2,050","1,869",181,8.8
PULASKI COUNTY,2018,4,"2,062","1,910",152,7.4
PULASKI COUNTY,2018,5,"2,070","1,912",158,7.6
PULASKI COUNTY,2018,6,"2,110","1,939",171,8.1
PULASKI COUNTY,2018,7,"2,122","1,946",176,8.3
PULASKI COUNTY,2018,8,"2,102","1,942",160,7.6
PULASKI COUNTY,2018,9,"2,111","1,968",143,6.8
PULASKI COUNTY,2018,10,"2,088","1,938",150,7.2
PULASKI COUNTY,2018,11,"2,070","1,918",152,7.3
PULASKI COUNTY,2018,12,"2,046","1,876",170,8.3
PULASKI COUNTY,2018,13,"2,073","1,910",163,7.9
PUTNAM COUNTY,2018,1,"3,006","2,812",194,6.5
PUTNAM COUNTY,2018,2,"3,009","2,829",180,6
PUTNAM COUNTY,2018,3,"3,036","2,867",169,5.6
PUTNAM COUNTY,2018,4,"3,049","2,904",145,4.8
PUTNAM COUNTY,2018,5,"3,076","2,936",140,4.6
PUTNAM COUNTY,2018,6,"3,139","2,973",166,5.3
PUTNAM COUNTY,2018,7,"3,084","2,939",145,4.7
PUTNAM COUNTY,2018,8,"3,025","2,880",145,4.8
PUTNAM COUNTY,2018,9,"3,025","2,891",134,4.4
PUTNAM COUNTY,2018,10,"3,053","2,907",146,4.8
PUTNAM COUNTY,2018,11,"3,006","2,859",147,4.9
PUTNAM COUNTY,2018,12,"3,010","2,828",182,6
PUTNAM COUNTY,2018,13,"3,043","2,885",158,5.2
RANDOLPH COUNTY,2018,1,"14,099","13,373",726,5.1
RANDOLPH COUNTY,2018,2,"14,161","13,495",666,4.7
RANDOLPH COUNTY,2018,3,"14,208","13,590",618,4.3
RANDOLPH COUNTY,2018,4,"14,279","13,787",492,3.4
RANDOLPH COUNTY,2018,5,"14,273","13,763",510,3.6
RANDOLPH COUNTY,2018,6,"14,237","13,559",678,4.8
RANDOLPH COUNTY,2018,7,"14,370","13,681",689,4.8
RANDOLPH COUNTY,2018,8,"14,333","13,710",623,4.3
RANDOLPH COUNTY,2018,9,"14,151","13,593",558,3.9
RANDOLPH COUNTY,2018,10,"14,228","13,646",582,4.1
RANDOLPH COUNTY,2018,11,"14,105","13,525",580,4.1
RANDOLPH COUNTY,2018,12,"14,099","13,458",641,4.5
RANDOLPH COUNTY,2018,13,"14,212","13,598",614,4.3
RICHLAND COUNTY,2018,1,"7,484","7,115",369,4.9
RICHLAND COUNTY,2018,2,"7,542","7,177",365,4.8
RICHLAND COUNTY,2018,3,"7,563","7,215",348,4.6
RICHLAND COUNTY,2018,4,"7,632","7,335",297,3.9
RICHLAND COUNTY,2018,5,"7,656","7,361",295,3.9
RICHLAND COUNTY,2018,6,"7,645","7,282",363,4.7
RICHLAND COUNTY,2018,7,"7,642","7,284",358,4.7
RICHLAND COUNTY,2018,8,"7,422","7,063",359,4.8
RICHLAND COUNTY,2018,9,"7,431","7,105",326,4.4
RICHLAND COUNTY,2018,10,"7,417","7,062",355,4.8
RICHLAND COUNTY,2018,11,"7,394","7,064",330,4.5
RICHLAND COUNTY,2018,12,"7,301","6,958",343,4.7
RICHLAND COUNTY,2018,13,"7,510","7,168",342,4.6
ROCK ISLAND COUNTY,2018,1,"70,763","66,674","4,089",5.8
ROCK ISLAND COUNTY,2018,2,"70,928","66,883","4,045",5.7
ROCK ISLAND COUNTY,2018,3,"71,243","67,381","3,862",5.4
ROCK ISLAND COUNTY,2018,4,"71,254","68,057","3,197",4.5
ROCK ISLAND COUNTY,2018,5,"71,800","68,640","3,160",4.4
ROCK ISLAND COUNTY,2018,6,"72,565","68,928","3,637",5
ROCK ISLAND COUNTY,2018,7,"72,538","69,051","3,487",4.8
ROCK ISLAND COUNTY,2018,8,"71,311","67,775","3,536",5
ROCK ISLAND COUNTY,2018,9,"71,786","68,125","3,661",5.1
ROCK ISLAND COUNTY,2018,10,"71,993","68,147","3,846",5.3
ROCK ISLAND COUNTY,2018,11,"71,680","68,304","3,376",4.7
ROCK ISLAND COUNTY,2018,12,"71,746","67,622","4,124",5.7
ROCK ISLAND COUNTY,2018,13,"71,634","67,966","3,668",5.1
ST. CLAIR COUNTY,2018,1,"125,890","119,209","6,681",5.3
