Month,Year,Municipality,Establishment Count,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
May,19,Abingdon,4,16,569063.82,519809.3,49254.52,162016,112760.7,49255.3,14776.74,12313.96,2462.78
May,19,Adams County,12,44,1625042.74,1471624.51,153418.23,508176,354672.36,153503.64,46051.64,38376.4,7675.24
May,19,Addieville,1,4,62867.43,57227.28,5640.15,24560,18919.85,5640.15,1692.1,1410.08,282.02
May,19,Addison,22,105,7785669.05,7079390.1,706278.95,2532971,1826689.43,706281.57,211885.78,176571.56,35314.22
May,19,Albany,2,8,198528.04,179519.61,19008.43,64155,45146.57,19008.43,5702.6,4752.17,950.43
May,19,Albers,1,4,142630.96,128175.2,14455.76,51339,36883.26,14455.74,4336.78,3613.99,722.79
May,19,Albion,4,17,251005.88,225728.2,25277.68,64568,39290.26,25277.74,7583.48,6319.57,1263.91
May,19,Aledo,6,24,571726.39,526110.39,45616,180081,134455.18,45625.82,13687.97,11406.64,2281.33
May,19,Alexander County,3,13,274448.08,251983.69,22464.39,83344,60878.74,22465.26,6739.64,5616.38,1123.26
May,19,Alexis,1,3,92060.09,85005.58,7054.51,31398,24343.49,7054.51,2116.42,1763.68,352.74
May,19,Algonquin,17,77,2876439.99,2627565.83,248874.16,960964,712118.31,248845.69,74654.44,62212.05,12442.39
May,19,Alhambra,2,6,200822.12,188723.99,12098.13,71864,59766,12098,3629.47,3024.56,604.91
May,19,Alorton,2,10,1332452.85,1209557.88,122894.97,438317,315259.23,123057.77,36917.36,30764.47,6152.89
May,19,Alsey,1,5,243333.12,227797.21,15535.91,73729,58193.09,15535.91,4660.87,3884.06,776.81
May,19,Alsip,14,69,6021584.67,5513233.17,508351.5,1911543,1403282.44,508260.56,152478.91,127065.77,25413.14
May,19,Altamont,8,36,1007469.11,920726.14,86742.97,287867,201122.97,86744.03,26023.61,21686.35,4337.26
May,19,Alto Pass,1,4,17427.85,17333.47,94.38,5302,5207.47,94.53,28.39,23.66,4.73
May,19,Alton,32,138,7894883.77,7238820.49,656063.28,2406893,1750828.25,656064.75,196821.02,164017.59,32803.43
May,19,Altona,1,5,160310.81,150212.64,10098.17,50411,40312.83,10098.17,3029.48,2524.57,504.91
May,19,Amboy,6,28,1030636.05,936476.94,94159.11,326781,232621.8,94159.2,28248.1,23540.08,4708.02
May,19,Andalusia,1,4,117158.16,103697.56,13460.6,32796,19335.4,13460.6,4038.28,3365.24,673.04
May,19,Andover,1,5,236311.53,215031.89,21279.64,78844,57564.36,21279.64,6383.98,5319.99,1063.99
May,19,Anna,11,51,1841066.72,1695133.95,145932.77,505698,359765.14,145932.86,43780.42,36483.7,7296.72
May,19,Annawan,4,20,899479.64,819337.02,80142.62,293474,213169.77,80304.23,24091.38,20076.16,4015.22
May,19,Antioch,15,72,5664201.46,5187240.79,476960.67,1880420,1403459.33,476960.67,143089.11,119240.94,23848.17
May,19,Arcola,3,13,615373.63,565533.69,49839.94,181136,131247.23,49888.77,14966.7,12472.25,2494.45
May,19,Arenzville,1,2,26230.96,23730.19,2500.77,7280,4779.23,2500.77,750.23,625.19,125.04
May,19,Argenta,2,10,242270.77,215453.59,26817.18,81845,55027.68,26817.32,8045.26,6704.38,1340.88
May,19,Arlington,2,10,294113.29,267021.15,27092.14,101600,74507.86,27092.14,8127.71,6773.09,1354.62
May,19,Aroma Park,4,15,770101.47,706094.19,64007.28,279128,215120.61,64007.39,19202.4,16002.02,3200.38
May,19,Arthur,3,14,394469.5,362058.46,32411.04,132403,99991.72,32411.28,9723.61,8103.01,1620.6
May,19,Ashkum,2,6,196361.44,181714.92,14646.52,73422,58775.63,14646.37,4393.89,3661.57,732.32
May,19,Ashland,2,9,228712.88,211909.93,16802.95,73268,56465.03,16802.97,5041.06,4200.88,840.18
May,19,Ashley,4,20,590186.82,546691.71,43495.11,184820,141325.53,43494.47,13048.44,10873.7,2174.74
May,19,Ashmore,4,20,544547.12,499187.59,45359.53,160904,115544.96,45359.04,13607.81,11339.84,2267.97
May,19,Ashton,3,15,437353.21,401060.89,36292.32,138925,102633.28,36291.72,10887.69,9073.08,1814.61
May,19,Assumption,4,19,402045.67,359953.65,42092.02,125515,83422.95,42092.05,12627.73,10523.12,2104.61
May,19,Astoria,1,3,67607.32,61785.56,5821.76,18911,13088.94,5822.06,1746.65,1455.54,291.11
May,19,Athens,4,20,756980.58,692541.11,64439.47,234079,169640.39,64438.61,19331.82,16109.86,3221.96
May,19,Atkinson,1,5,49824.14,44099.04,5725.1,19253,13527.95,5725.05,1717.58,1431.32,286.26
May,19,Atlanta,4,16,353607.77,325638.43,27969.34,104451,76481.66,27969.34,8390.94,6992.46,1398.48
May,19,Atwood,2,10,287690.18,265991.43,21698.75,85551,63852.1,21698.9,6509.67,5424.72,1084.95
May,19,Auburn,9,39,1539620.83,1410232.51,129388.32,452027,322638.64,129388.36,38816.86,32347.42,6469.44
May,19,Augusta,3,10,245634.9,224202.14,21432.76,66890,45457.51,21432.49,6429.88,5358.22,1071.66
May,19,Aurora,30,143,9830003.34,9003703.01,826300.33,3089769,2263221.3,826547.7,247966.16,206638.5,41327.66
May,19,Ava,2,7,201327.35,185001.62,16325.73,52244,35918.4,16325.6,4897.76,4081.47,816.29
May,19,Aviston,3,9,194280.68,172719.03,21561.65,65727,44165.3,21561.7,6468.52,5390.44,1078.08
May,19,Avon,2,9,275606.14,257163.16,18442.98,81820,63376.92,18443.08,5533.07,4610.9,922.17
May,19,Baldwin,2,6,52020.31,45120.84,6899.47,16537,9637.83,6899.17,2069.83,1724.86,344.97
May,19,Banner,2,8,264439.38,243891.25,20548.13,86994,66445.97,20548.03,6164.43,5137.03,1027.4
May,19,Barry,6,27,825756.02,764047.64,61708.38,247564,185765,61799,18539.93,15449.96,3089.97
May,19,Bartelso,4,11,218644.12,209536.92,9107.2,71525,62417.66,9107.34,2732.27,2276.9,455.37
May,19,Bartlett,15,69,5313909.04,4879344.35,434564.69,1697218,1262653.42,434564.58,130369.98,108641.65,21728.33
May,19,Bartonville,16,74,3435333.8,3165643.45,269690.35,1118155,848459.66,269695.34,80909.37,67424.48,13484.89
May,19,Basco,1,3,139473.64,127065.96,12407.68,47813,35405.32,12407.68,3722.37,3101.98,620.39
May,19,Batavia,7,35,2034484.45,1888707.38,145777.07,614657,468880.3,145776.7,43733.1,36444.26,7288.84
May,19,Batchtown,1,5,108796.62,98789.02,10007.6,28284,18276.4,10007.6,3002.35,2501.96,500.39
May,19,Bath,3,10,152179.22,140460.02,11719.2,53603,41883.9,11719.1,3515.77,2929.82,585.95
May,19,Bay View Gardens,1,5,132138.83,122803.96,9334.87,46275,36940.1,9334.9,2800.48,2333.73,466.75
May,19,Beach Park,5,24,2048800.65,1852442.44,196358.21,725863,529503.3,196359.7,58908.25,49090.22,9818.03
May,19,Beardstown,11,51,2079598.36,1906308.77,173289.59,626700,453291.59,173408.41,52023.17,43352.67,8670.5
May,19,Beaverville,2,5,116949.87,116949.87,0,35883.16,35883.16,0,0,0,0
May,19,Beckemeyer,2,10,553390.64,504051.42,49339.22,181779,132439.8,49339.2,14801.74,12334.79,2466.95
May,19,Bedford Park,7,33,4032536.18,3689389.72,343146.46,1390531,1045862.28,344668.72,103400.98,86167.5,17233.48
May,19,Beecher,9,40,1686141.06,1555393.85,130747.21,533667,402919.45,130747.55,39224.65,32687.24,6537.41
May,19,Belgium,2,9,660457.02,609080.9,51376.12,212766,161389.88,51376.12,15412.91,12844.09,2568.82
May,19,Belleville,32,149,6807078.32,6270752.48,536325.84,2269770,1733437.81,536332.19,160901.02,134084.19,26816.83
May,19,Bellevue,3,15,690273.19,632418.7,57854.49,227735,169880.66,57854.34,17356.43,14463.7,2892.73
May,19,Bellwood,2,8,360284.75,327440.68,32844.07,122829,89984.87,32844.13,9853.33,8211.11,1642.22
May,19,Belvidere,26,127,8173975.17,7481618.29,692356.88,2685373,1992830.05,692542.95,207764.32,173136.99,34627.33
May,19,Bement,4,18,545098.48,499705.25,45393.23,179909,134515.83,45393.17,13617.99,11348.33,2269.66
May,19,Benld,4,19,372403.34,339637.75,32765.59,125626,92859.44,32766.56,9830.14,8191.78,1638.36
May,19,Bensenville,7,35,2721213.96,2493297.56,227916.4,907552,679635.5,227916.5,68375.4,56979.5,11395.9
May,19,Benson,1,4,145140.63,134593.21,10547.42,40970,30422.53,10547.47,3164.28,2636.9,527.38
May,19,Benton,13,61,1790826.26,1629476.27,161349.99,580733,419377.76,161355.24,48407.11,40339.25,8067.86
May,19,Berkeley,6,30,2162680.08,1953039.35,209640.73,677742,467953.07,209788.93,62937.11,52447.6,10489.51
May,19,Berwyn,55,254,14979641.42,13703520.77,1276120.65,5229866,3953745.85,1276120.15,382838.5,319032.15,63806.35
May,19,Bethalto,5,24,811883.84,740686.95,71196.89,254072,182874.34,71197.66,21359.51,17799.59,3559.92
May,19,Bethany,1,5,105563.52,97255.02,8308.5,37158,28849.15,8308.85,2492.7,2077.25,415.45
May,19,Big Rock,1,4,130414.88,121799.88,8615,39915,31300.01,8614.99,2584.61,2153.84,430.77
May,19,Bishop Hill,1,3,64117.09,58535.7,5581.39,24600,19018.61,5581.39,1674.46,1395.39,279.07
May,19,Blandinsville,3,9,234907.67,211852.74,23054.93,65860,42804.97,23055.03,6916.6,5763.84,1152.76
May,19,Bloomingdale,6,24,1293694.96,1189933.59,103761.37,429005,325220.12,103784.88,31135.56,25946.3,5189.26
May,19,Bloomington,52,243,17994094.64,16546649.49,1447445.15,5784265,4336152.69,1448112.31,434436.1,362030.17,72405.93
May,19,Blue Island,28,132,7207022.56,6608279.71,598742.85,2459220,1860454.64,598765.36,179630.92,149692.46,29938.46
