Municipality,Year,Month,Labor Force,Employed,Unemployed,Unemployment Rate
ILLINOIS,,,,,,
ILLINOIS,2019,1,"6,437,765","6,099,151","338,614",5.3
ILLINOIS,2019,2,"6,458,354","6,155,027","303,327",4.7
ILLINOIS,2019,3,"6,458,721","6,172,449","286,272",4.4
ILLINOIS,2019,4,"6,413,186","6,179,181","234,005",3.6
ILLINOIS,2019,5,"6,416,363","6,193,870","222,493",3.5
ILLINOIS,2019,6,"6,517,399","6,249,824","267,575",4.1
ILLINOIS,2019,7,"6,534,712","6,257,765","276,947",4.2
ILLINOIS,2019,8,"6,459,291","6,201,522","257,769",4
ILLINOIS,2019,9,"6,426,636","6,203,708","222,928",3.5
ILLINOIS,2019,10,"6,443,336","6,218,595","224,741",3.5
ILLINOIS,2019,11,"6,416,333","6,201,160","215,173",3.4
ILLINOIS,2019,12,"6,377,232","6,156,835","220,397",3.5
BLOOMINGTON MSA,2019,13,"6,446,610","6,190,757","255,853",4
BLOOMINGTON MSA,2019,1,"95,611","90,681","4,930",5.2
BLOOMINGTON MSA,2019,2,"96,764","92,394","4,370",4.5
BLOOMINGTON MSA,2019,3,"96,136","91,886","4,250",4.4
BLOOMINGTON MSA,2019,4,"97,432","94,250","3,182",3.3
BLOOMINGTON MSA,2019,5,"95,642","92,629","3,013",3.2
BLOOMINGTON MSA,2019,6,"94,703","91,076","3,627",3.8
BLOOMINGTON MSA,2019,7,"95,224","91,316","3,908",4.1
BLOOMINGTON MSA,2019,8,"94,794","91,165","3,629",3.8
BLOOMINGTON MSA,2019,9,"96,430","93,091","3,339",3.5
BLOOMINGTON MSA,2019,10,"97,093","93,814","3,279",3.4
BLOOMINGTON MSA,2019,11,"96,687","93,575","3,112",3.2
BLOOMINGTON MSA,2019,12,"94,887","91,717","3,170",3.3
CARBONDALE-MARION MSA,2019,13,"95,951","92,300","3,651",3.8
CARBONDALE-MARION MSA,2019,1,"59,692","56,375","3,317",5.6
CARBONDALE-MARION MSA,2019,2,"61,131","58,252","2,879",4.7
CARBONDALE-MARION MSA,2019,3,"61,268","58,421","2,847",4.6
CARBONDALE-MARION MSA,2019,4,"60,969","58,876","2,093",3.4
CARBONDALE-MARION MSA,2019,5,"59,666","57,641","2,025",3.4
CARBONDALE-MARION MSA,2019,6,"58,579","56,201","2,378",4.1
CARBONDALE-MARION MSA,2019,7,"59,841","57,273","2,568",4.3
CARBONDALE-MARION MSA,2019,8,"59,041","56,583","2,458",4.2
CARBONDALE-MARION MSA,2019,9,"60,580","58,370","2,210",3.6
CARBONDALE-MARION MSA,2019,10,"60,810","58,549","2,261",3.7
CARBONDALE-MARION MSA,2019,11,"61,081","58,915","2,166",3.5
CARBONDALE-MARION MSA,2019,12,"60,100","57,870","2,230",3.7
CHAMPAIGN-URBANA MSA,2019,13,"60,230","57,777","2,453",4.1
CHAMPAIGN-URBANA MSA,2019,1,"119,399","113,144","6,255",5.2
CHAMPAIGN-URBANA MSA,2019,2,"126,305","120,759","5,546",4.4
CHAMPAIGN-URBANA MSA,2019,3,"125,648","120,288","5,360",4.3
CHAMPAIGN-URBANA MSA,2019,4,"126,428","122,254","4,174",3.3
CHAMPAIGN-URBANA MSA,2019,5,"124,671","120,662","4,009",3.2
CHAMPAIGN-URBANA MSA,2019,6,"119,703","115,043","4,660",3.9
CHAMPAIGN-URBANA MSA,2019,7,"120,871","115,804","5,067",4.2
CHAMPAIGN-URBANA MSA,2019,8,"117,754","113,159","4,595",3.9
CHAMPAIGN-URBANA MSA,2019,9,"125,984","121,810","4,174",3.3
CHAMPAIGN-URBANA MSA,2019,10,"128,412","124,075","4,337",3.4
CHAMPAIGN-URBANA MSA,2019,11,"128,542","124,470","4,072",3.2
CHAMPAIGN-URBANA MSA,2019,12,"127,144","123,066","4,078",3.2
CHICAGO-NAPERVILLE-ARLINGTON HEIGHTS METROPOLITAN DIVISION,2019,13,"124,239","119,545","4,694",3.8
CHICAGO-NAPERVILLE-ARLINGTON HEIGHTS METROPOLITAN DIVISION,2019,1,"3,715,465","3,542,627","172,838",4.7
CHICAGO-NAPERVILLE-ARLINGTON HEIGHTS METROPOLITAN DIVISION,2019,2,"3,728,758","3,572,291","156,467",4.2
CHICAGO-NAPERVILLE-ARLINGTON HEIGHTS METROPOLITAN DIVISION,2019,3,"3,729,765","3,585,824","143,941",3.9
CHICAGO-NAPERVILLE-ARLINGTON HEIGHTS METROPOLITAN DIVISION,2019,4,"3,699,535","3,568,967","130,568",3.5
CHICAGO-NAPERVILLE-ARLINGTON HEIGHTS METROPOLITAN DIVISION,2019,5,"3,694,475","3,570,891","123,584",3.3
CHICAGO-NAPERVILLE-ARLINGTON HEIGHTS METROPOLITAN DIVISION,2019,6,"3,778,783","3,624,451","154,332",4.1
CHICAGO-NAPERVILLE-ARLINGTON HEIGHTS METROPOLITAN DIVISION,2019,7,"3,776,587","3,623,285","153,302",4.1
CHICAGO-NAPERVILLE-ARLINGTON HEIGHTS METROPOLITAN DIVISION,2019,8,"3,739,554","3,598,676","140,878",3.8
CHICAGO-NAPERVILLE-ARLINGTON HEIGHTS METROPOLITAN DIVISION,2019,9,"3,697,145","3,579,813","117,332",3.2
CHICAGO-NAPERVILLE-ARLINGTON HEIGHTS METROPOLITAN DIVISION,2019,10,"3,705,055","3,585,788","119,267",3.2
CHICAGO-NAPERVILLE-ARLINGTON HEIGHTS METROPOLITAN DIVISION,2019,11,"3,693,414","3,583,369","110,045",3
CHICAGO-NAPERVILLE-ARLINGTON HEIGHTS METROPOLITAN DIVISION,2019,12,"3,674,796","3,570,383","104,413",2.8
CHICAGO-NAPERVILLE-ELGIN-IL-IN-WI MSA,2019,13,"3,719,445","3,583,864","135,581",3.6
CHICAGO-NAPERVILLE-ELGIN-IL-IN-WI MSA,2019,1,"4,854,507","4,615,156","239,351",4.9
CHICAGO-NAPERVILLE-ELGIN-IL-IN-WI MSA,2019,2,"4,869,718","4,652,473","217,245",4.5
CHICAGO-NAPERVILLE-ELGIN-IL-IN-WI MSA,2019,3,"4,874,596","4,667,466","207,130",4.2
CHICAGO-NAPERVILLE-ELGIN-IL-IN-WI MSA,2019,4,"4,831,430","4,657,046","174,384",3.6
CHICAGO-NAPERVILLE-ELGIN-IL-IN-WI MSA,2019,5,"4,828,532","4,664,848","163,684",3.4
CHICAGO-NAPERVILLE-ELGIN-IL-IN-WI MSA,2019,6,"4,930,924","4,730,879","200,045",4.1
CHICAGO-NAPERVILLE-ELGIN-IL-IN-WI MSA,2019,7,"4,935,559","4,733,311","202,248",4.1
CHICAGO-NAPERVILLE-ELGIN-IL-IN-WI MSA,2019,8,"4,880,816","4,693,636","187,180",3.8
CHICAGO-NAPERVILLE-ELGIN-IL-IN-WI MSA,2019,9,"4,836,999","4,678,209","158,790",3.3
CHICAGO-NAPERVILLE-ELGIN-IL-IN-WI MSA,2019,10,"4,845,658","4,684,827","160,831",3.3
CHICAGO-NAPERVILLE-ELGIN-IL-IN-WI MSA,2019,11,"4,830,451","4,677,787","152,664",3.2
CHICAGO-NAPERVILLE-ELGIN-IL-IN-WI MSA,2019,12,"4,806,250","4,653,608","152,642",3.2
DANVILLE MSA,2019,13,"4,860,454","4,675,771","184,683",3.8
DANVILLE MSA,2019,1,"33,114","30,938","2,176",6.6
DANVILLE MSA,2019,2,"33,311","31,352","1,959",5.9
DANVILLE MSA,2019,3,"33,329","31,431","1,898",5.7
DANVILLE MSA,2019,4,"33,138","31,698","1,440",4.3
DANVILLE MSA,2019,5,"33,026","31,630","1,396",4.2
DANVILLE MSA,2019,6,"33,223","31,639","1,584",4.8
DANVILLE MSA,2019,7,"33,538","31,719","1,819",5.4
DANVILLE MSA,2019,8,"33,052","31,224","1,828",5.5
DANVILLE MSA,2019,9,"33,300","31,719","1,581",4.7
DANVILLE MSA,2019,10,"33,480","31,909","1,571",4.7
DANVILLE MSA,2019,11,"33,357","31,792","1,565",4.7
DANVILLE MSA,2019,12,"33,140","31,426","1,714",5.2
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA",2019,13,"33,251","31,540","1,711",5.1
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA",2019,1,"193,781","183,326","10,455",5.4
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA",2019,2,"192,815","183,577","9,238",4.8
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA",2019,3,"194,893","185,562","9,331",4.8
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA",2019,4,"193,755","186,744","7,011",3.6
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA",2019,5,"194,940","188,082","6,858",3.5
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA",2019,6,"197,693","189,918","7,775",3.9
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA",2019,7,"200,967","193,114","7,853",3.9
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA",2019,8,"198,557","190,486","8,071",4.1
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA",2019,9,"197,006","189,310","7,696",3.9
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA",2019,10,"197,733","190,123","7,610",3.8
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA",2019,11,"195,763","187,915","7,848",4
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA",2019,12,"194,473","185,909","8,564",4.4
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA, IL PART",2019,13,"196,032","187,839","8,193",4.2
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA, IL PART",2019,1,"105,294","98,270","7,024",6.7
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA, IL PART",2019,2,"104,657","98,381","6,276",6
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA, IL PART",2019,3,"105,006","98,923","6,083",5.8
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA, IL PART",2019,4,"103,999","99,561","4,438",4.3
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA, IL PART",2019,5,"105,048","100,758","4,290",4.1
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA, IL PART",2019,6,"105,844","101,244","4,600",4.3
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA, IL PART",2019,7,"107,399","102,563","4,836",4.5
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA, IL PART",2019,8,"105,857","100,980","4,877",4.6
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA, IL PART",2019,9,"105,539","100,703","4,836",4.6
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA, IL PART",2019,10,"105,894","101,142","4,752",4.5
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA, IL PART",2019,11,"105,018","100,234","4,784",4.6
"DAVENPORT-MOLINE-ROCK ISLAND, IA-IL MSA, IL PART",2019,12,"104,289","99,067","5,222",5
DECATUR MSA,2019,13,"105,320","100,152","5,168",4.9
DECATUR MSA,2019,1,"48,896","45,633","3,263",6.7
DECATUR MSA,2019,2,"48,845","45,941","2,904",5.9
DECATUR MSA,2019,3,"48,648","45,825","2,823",5.8
DECATUR MSA,2019,4,"48,864","46,643","2,221",4.5
DECATUR MSA,2019,5,"49,294","47,176","2,118",4.3
DECATUR MSA,2019,6,"49,456","46,891","2,565",5.2
DECATUR MSA,2019,7,"49,761","46,994","2,767",5.6
DECATUR MSA,2019,8,"49,107","46,445","2,662",5.4
DECATUR MSA,2019,9,"48,723","46,335","2,388",4.9
DECATUR MSA,2019,10,"48,737","46,368","2,369",4.9
DECATUR MSA,2019,11,"48,435","46,099","2,336",4.8
DECATUR MSA,2019,12,"48,099","45,589","2,510",5.2
ELGIN METROPOLITAN DIVISION,2019,13,"48,905","46,328","2,577",5.3
ELGIN METROPOLITAN DIVISION,2019,1,"329,881","309,157","20,724",6.3
ELGIN METROPOLITAN DIVISION,2019,2,"329,895","311,387","18,508",5.6
ELGIN METROPOLITAN DIVISION,2019,3,"329,924","311,746","18,178",5.5
ELGIN METROPOLITAN DIVISION,2019,4,"326,518","313,876","12,642",3.9
ELGIN METROPOLITAN DIVISION,2019,5,"327,772","316,267","11,505",3.5
ELGIN METROPOLITAN DIVISION,2019,6,"331,558","318,379","13,179",4
ELGIN METROPOLITAN DIVISION,2019,7,"334,425","320,044","14,381",4.3
ELGIN METROPOLITAN DIVISION,2019,8,"328,335","314,996","13,339",4.1
ELGIN METROPOLITAN DIVISION,2019,9,"329,522","317,524","11,998",3.6
ELGIN METROPOLITAN DIVISION,2019,10,"330,392","318,274","12,118",3.7
ELGIN METROPOLITAN DIVISION,2019,11,"329,461","317,199","12,262",3.7
ELGIN METROPOLITAN DIVISION,2019,12,"328,658","314,163","14,495",4.4
KANKAKEE MSA,2019,13,"329,695","315,251","14,444",4.4
KANKAKEE MSA,2019,1,"56,146","52,132","4,014",7.1
KANKAKEE MSA,2019,2,"55,699","52,171","3,528",6.3
KANKAKEE MSA,2019,3,"55,974","52,629","3,345",6
KANKAKEE MSA,2019,4,"55,298","52,876","2,422",4.4
KANKAKEE MSA,2019,5,"55,598","53,373","2,225",4
KANKAKEE MSA,2019,6,"56,391","53,910","2,481",4.4
KANKAKEE MSA,2019,7,"56,811","54,164","2,647",4.7
KANKAKEE MSA,2019,8,"55,978","53,415","2,563",4.6
KANKAKEE MSA,2019,9,"56,319","54,005","2,314",4.1
KANKAKEE MSA,2019,10,"56,899","54,486","2,413",4.2
KANKAKEE MSA,2019,11,"56,735","53,996","2,739",4.8
KANKAKEE MSA,2019,12,"56,636","53,596","3,040",5.4
"LAKE COUNTY-KENOSHA COUNTY, IL-WI METROPOLITAN DIVISION",2019,13,"56,207","53,396","2,811",5
"LAKE COUNTY-KENOSHA COUNTY, IL-WI METROPOLITAN DIVISION",2019,1,"466,205","439,871","26,334",5.6
"LAKE COUNTY-KENOSHA COUNTY, IL-WI METROPOLITAN DIVISION",2019,2,"467,751","443,442","24,309",5.2
"LAKE COUNTY-KENOSHA COUNTY, IL-WI METROPOLITAN DIVISION",2019,3,"467,529","443,282","24,247",5.2
"LAKE COUNTY-KENOSHA COUNTY, IL-WI METROPOLITAN DIVISION",2019,4,"462,519","445,401","17,118",3.7
"LAKE COUNTY-KENOSHA COUNTY, IL-WI METROPOLITAN DIVISION",2019,5,"464,340","448,787","15,553",3.3
"LAKE COUNTY-KENOSHA COUNTY, IL-WI METROPOLITAN DIVISION",2019,6,"474,496","456,761","17,735",3.7
"LAKE COUNTY-KENOSHA COUNTY, IL-WI METROPOLITAN DIVISION",2019,7,"478,610","459,795","18,815",3.9
"LAKE COUNTY-KENOSHA COUNTY, IL-WI METROPOLITAN DIVISION",2019,8,"470,061","451,910","18,151",3.9
"LAKE COUNTY-KENOSHA COUNTY, IL-WI METROPOLITAN DIVISION",2019,9,"468,193","452,090","16,103",3.4
"LAKE COUNTY-KENOSHA COUNTY, IL-WI METROPOLITAN DIVISION",2019,10,"466,699","450,542","16,157",3.5
"LAKE COUNTY-KENOSHA COUNTY, IL-WI METROPOLITAN DIVISION",2019,11,"464,947","448,492","16,455",3.5
"LAKE COUNTY-KENOSHA COUNTY, IL-WI METROPOLITAN DIVISION",2019,12,"462,578","443,787","18,791",4.1
PEORIA MSA,2019,13,"467,827","448,680","19,147",4.1
PEORIA MSA,2019,1,"177,289","165,724","11,565",6.5
PEORIA MSA,2019,2,"176,450","166,303","10,147",5.8
PEORIA MSA,2019,3,"176,517","166,795","9,722",5.5
PEORIA MSA,2019,4,"174,990","167,859","7,131",4.1
PEORIA MSA,2019,5,"176,275","169,499","6,776",3.8
PEORIA MSA,2019,6,"177,832","170,101","7,731",4.3
PEORIA MSA,2019,7,"179,859","171,571","8,288",4.6
PEORIA MSA,2019,8,"177,694","169,446","8,248",4.6
PEORIA MSA,2019,9,"176,398","168,972","7,426",4.2
PEORIA MSA,2019,10,"176,229","168,891","7,338",4.2
PEORIA MSA,2019,11,"174,407","167,099","7,308",4.2
PEORIA MSA,2019,12,"173,154","165,096","8,058",4.7
ROCKFORD MSA,2019,13,"176,425","168,113","8,312",4.7
ROCKFORD MSA,2019,1,"168,267","156,890","11,377",6.8
ROCKFORD MSA,2019,2,"167,566","157,352","10,214",6.1
ROCKFORD MSA,2019,3,"167,187","157,107","10,080",6
ROCKFORD MSA,2019,4,"164,826","157,428","7,398",4.5
ROCKFORD MSA,2019,5,"165,285","156,930","8,355",5.1
ROCKFORD MSA,2019,6,"167,898","158,734","9,164",5.5
ROCKFORD MSA,2019,7,"170,106","158,644","11,462",6.7
ROCKFORD MSA,2019,8,"167,169","157,245","9,924",5.9
ROCKFORD MSA,2019,9,"165,703","157,152","8,551",5.2
ROCKFORD MSA,2019,10,"165,994","157,704","8,290",5
ROCKFORD MSA,2019,11,"165,336","156,504","8,832",5.3
ROCKFORD MSA,2019,12,"164,032","154,461","9,571",5.8
SPRINGFIELD MSA,2019,13,"166,614","157,179","9,435",5.7
SPRINGFIELD MSA,2019,1,"108,118","102,143","5,975",5.5
SPRINGFIELD MSA,2019,2,"108,376","103,036","5,340",4.9
SPRINGFIELD MSA,2019,3,"108,413","103,311","5,102",4.7
SPRINGFIELD MSA,2019,4,"107,607","103,808","3,799",3.5
SPRINGFIELD MSA,2019,5,"107,826","104,279","3,547",3.3
SPRINGFIELD MSA,2019,6,"109,454","105,275","4,179",3.8
SPRINGFIELD MSA,2019,7,"109,373","104,944","4,429",4
SPRINGFIELD MSA,2019,8,"109,837","105,478","4,359",4
SPRINGFIELD MSA,2019,9,"107,746","103,927","3,819",3.5
SPRINGFIELD MSA,2019,10,"107,942","104,134","3,808",3.5
SPRINGFIELD MSA,2019,11,"107,432","103,708","3,724",3.5
SPRINGFIELD MSA,2019,12,"106,114","102,129","3,985",3.8
"ST. LOUIS, MO-IL MSA, IL PART",2019,13,"108,187","103,848","4,339",4
"ST. LOUIS, MO-IL MSA, IL PART",2019,1,"344,766","325,873","18,893",5.5
"ST. LOUIS, MO-IL MSA, IL PART",2019,2,"345,604","329,065","16,539",4.8
"ST. LOUIS, MO-IL MSA, IL PART",2019,3,"344,743","328,936","15,807",4.6
"ST. LOUIS, MO-IL MSA, IL PART",2019,4,"344,126","332,115","12,011",3.5
"ST. LOUIS, MO-IL MSA, IL PART",2019,5,"344,390","332,663","11,727",3.4
"ST. LOUIS, MO-IL MSA, IL PART",2019,6,"347,889","333,667","14,222",4.1
"ST. LOUIS, MO-IL MSA, IL PART",2019,7,"350,346","335,317","15,029",4.3
"ST. LOUIS, MO-IL MSA, IL PART",2019,8,"346,097","331,760","14,337",4.1
"ST. LOUIS, MO-IL MSA, IL PART",2019,9,"347,699","334,912","12,787",3.7
"ST. LOUIS, MO-IL MSA, IL PART",2019,10,"347,972","335,232","12,740",3.7
"ST. LOUIS, MO-IL MSA, IL PART",2019,11,"346,857","334,559","12,298",3.5
"ST. LOUIS, MO-IL MSA, IL PART",2019,12,"343,314","330,656","12,658",3.7
,2019,13,"346,150","332,063","14,087",4.1
MICROPOLITAN AREAS,,,,,,
,,,,,,
CANTON MICROPOLITAN STATISTICAL AREA,,,,,,
CANTON MICROPOLITAN STATISTICAL AREA,2019,1,"15,241","14,015","1,226",8
CANTON MICROPOLITAN STATISTICAL AREA,2019,2,"15,230","14,124","1,106",7.3
CANTON MICROPOLITAN STATISTICAL AREA,2019,3,"15,281","14,275","1,006",6.6
CANTON MICROPOLITAN STATISTICAL AREA,2019,4,"15,166","14,445",721,4.8
CANTON MICROPOLITAN STATISTICAL AREA,2019,5,"15,346","14,663",683,4.5
CANTON MICROPOLITAN STATISTICAL AREA,2019,6,"15,351","14,570",781,5.1
CANTON MICROPOLITAN STATISTICAL AREA,2019,7,"15,473","14,578",895,5.8
CANTON MICROPOLITAN STATISTICAL AREA,2019,8,"15,278","14,469",809,5.3
CANTON MICROPOLITAN STATISTICAL AREA,2019,9,"15,335","14,559",776,5.1
CANTON MICROPOLITAN STATISTICAL AREA,2019,10,"15,293","14,599",694,4.5
CANTON MICROPOLITAN STATISTICAL AREA,2019,11,"15,111","14,392",719,4.8
CANTON MICROPOLITAN STATISTICAL AREA,2019,12,"15,037","14,221",816,5.4
CENTRALIA MICROPOLITAN STATISTICAL AREA,2019,13,"15,262","14,409",853,5.6
CENTRALIA MICROPOLITAN STATISTICAL AREA,2019,1,"17,912","16,881","1,031",5.8
CENTRALIA MICROPOLITAN STATISTICAL AREA,2019,2,"17,771","16,887",884,5
CENTRALIA MICROPOLITAN STATISTICAL AREA,2019,3,"17,754","16,932",822,4.6
CENTRALIA MICROPOLITAN STATISTICAL AREA,2019,4,"17,661","16,989",672,3.8
CENTRALIA MICROPOLITAN STATISTICAL AREA,2019,5,"17,762","17,073",689,3.9
CENTRALIA MICROPOLITAN STATISTICAL AREA,2019,6,"17,786","17,029",757,4.3
CENTRALIA MICROPOLITAN STATISTICAL AREA,2019,7,"17,808","16,998",810,4.5
CENTRALIA MICROPOLITAN STATISTICAL AREA,2019,8,"17,536","16,734",802,4.6
CENTRALIA MICROPOLITAN STATISTICAL AREA,2019,9,"17,512","16,766",746,4.3
CENTRALIA MICROPOLITAN STATISTICAL AREA,2019,10,"17,668","16,870",798,4.5
CENTRALIA MICROPOLITAN STATISTICAL AREA,2019,11,"17,561","16,829",732,4.2
CENTRALIA MICROPOLITAN STATISTICAL AREA,2019,12,"17,429","16,682",747,4.3
CHARLESTON-MATTOON MICROPOLITAN STATISTICAL AREA,2019,13,"17,680","16,889",791,4.5
CHARLESTON-MATTOON MICROPOLITAN STATISTICAL AREA,2019,1,"30,631","28,986","1,645",5.4
CHARLESTON-MATTOON MICROPOLITAN STATISTICAL AREA,2019,2,"30,697","29,268","1,429",4.7
CHARLESTON-MATTOON MICROPOLITAN STATISTICAL AREA,2019,3,"30,622","29,249","1,373",4.5
CHARLESTON-MATTOON MICROPOLITAN STATISTICAL AREA,2019,4,"30,163","29,141","1,022",3.4
CHARLESTON-MATTOON MICROPOLITAN STATISTICAL AREA,2019,5,"29,291","28,322",969,3.3
CHARLESTON-MATTOON MICROPOLITAN STATISTICAL AREA,2019,6,"29,046","27,854","1,192",4.1
CHARLESTON-MATTOON MICROPOLITAN STATISTICAL AREA,2019,7,"28,939","27,674","1,265",4.4
CHARLESTON-MATTOON MICROPOLITAN STATISTICAL AREA,2019,8,"28,925","27,804","1,121",3.9
CHARLESTON-MATTOON MICROPOLITAN STATISTICAL AREA,2019,9,"30,393","29,350","1,043",3.4
CHARLESTON-MATTOON MICROPOLITAN STATISTICAL AREA,2019,10,"30,556","29,509","1,047",3.4
CHARLESTON-MATTOON MICROPOLITAN STATISTICAL AREA,2019,11,"30,453","29,466",987,3.2
CHARLESTON-MATTOON MICROPOLITAN STATISTICAL AREA,2019,12,"30,047","29,030","1,017",3.4
DIXON MICROPOLITAN STATISTICAL AREA,2019,13,"29,980","28,804","1,176",3.9
DIXON MICROPOLITAN STATISTICAL AREA,2019,1,"17,771","16,795",976,5.5
DIXON MICROPOLITAN STATISTICAL AREA,2019,2,"17,561","16,716",845,4.8
DIXON MICROPOLITAN STATISTICAL AREA,2019,3,"17,522","16,679",843,4.8
DIXON MICROPOLITAN STATISTICAL AREA,2019,4,"17,566","16,958",608,3.5
DIXON MICROPOLITAN STATISTICAL AREA,2019,5,"17,658","17,047",611,3.5
DIXON MICROPOLITAN STATISTICAL AREA,2019,6,"17,657","16,962",695,3.9
DIXON MICROPOLITAN STATISTICAL AREA,2019,7,"18,086","17,384",702,3.9
DIXON MICROPOLITAN STATISTICAL AREA,2019,8,"17,754","17,075",679,3.8
DIXON MICROPOLITAN STATISTICAL AREA,2019,9,"17,752","17,155",597,3.4
DIXON MICROPOLITAN STATISTICAL AREA,2019,10,"17,909","17,334",575,3.2
DIXON MICROPOLITAN STATISTICAL AREA,2019,11,"17,776","17,155",621,3.5
DIXON MICROPOLITAN STATISTICAL AREA,2019,12,"17,675","16,955",720,4.1
EFFINGHAM MICROPOLITAN STATISTICAL AREA,2019,13,"17,724","17,018",706,4
EFFINGHAM MICROPOLITAN STATISTICAL AREA,2019,1,"19,295","18,409",886,4.6
EFFINGHAM MICROPOLITAN STATISTICAL AREA,2019,2,"19,356","18,571",785,4.1
EFFINGHAM MICROPOLITAN STATISTICAL AREA,2019,3,"19,408","18,639",769,4
EFFINGHAM MICROPOLITAN STATISTICAL AREA,2019,4,"19,199","18,627",572,3
EFFINGHAM MICROPOLITAN STATISTICAL AREA,2019,5,"19,444","18,910",534,2.7
EFFINGHAM MICROPOLITAN STATISTICAL AREA,2019,6,"19,491","18,892",599,3.1
EFFINGHAM MICROPOLITAN STATISTICAL AREA,2019,7,"19,649","19,015",634,3.2
EFFINGHAM MICROPOLITAN STATISTICAL AREA,2019,8,"19,376","18,781",595,3.1
EFFINGHAM MICROPOLITAN STATISTICAL AREA,2019,9,"19,330","18,779",551,2.9
EFFINGHAM MICROPOLITAN STATISTICAL AREA,2019,10,"19,369","18,811",558,2.9
EFFINGHAM MICROPOLITAN STATISTICAL AREA,2019,11,"19,265","18,742",523,2.7
EFFINGHAM MICROPOLITAN STATISTICAL AREA,2019,12,"19,255","18,704",551,2.9
FREEPORT MICROPOLITAN STATISTICAL AREA,2019,13,"19,370","18,740",630,3.3
FREEPORT MICROPOLITAN STATISTICAL AREA,2019,1,"21,528","20,242","1,286",6
FREEPORT MICROPOLITAN STATISTICAL AREA,2019,2,"21,406","20,283","1,123",5.2
FREEPORT MICROPOLITAN STATISTICAL AREA,2019,3,"21,684","20,577","1,107",5.1
FREEPORT MICROPOLITAN STATISTICAL AREA,2019,4,"21,672","20,865",807,3.7
FREEPORT MICROPOLITAN STATISTICAL AREA,2019,5,"22,122","21,311",811,3.7
FREEPORT MICROPOLITAN STATISTICAL AREA,2019,6,"22,379","21,495",884,4
FREEPORT MICROPOLITAN STATISTICAL AREA,2019,7,"22,292","21,309",983,4.4
FREEPORT MICROPOLITAN STATISTICAL AREA,2019,8,"21,993","21,031",962,4.4
FREEPORT MICROPOLITAN STATISTICAL AREA,2019,9,"21,847","20,950",897,4.1
FREEPORT MICROPOLITAN STATISTICAL AREA,2019,10,"21,906","21,069",837,3.8
FREEPORT MICROPOLITAN STATISTICAL AREA,2019,11,"21,592","20,745",847,3.9
FREEPORT MICROPOLITAN STATISTICAL AREA,2019,12,"21,446","20,533",913,4.3
GALESBURG MICROPOLITAN STATISTICAL AREA,2019,13,"21,823","20,868",955,4.4
GALESBURG MICROPOLITAN STATISTICAL AREA,2019,1,"21,695","20,204","1,491",6.9
GALESBURG MICROPOLITAN STATISTICAL AREA,2019,2,"21,737","20,390","1,347",6.2
GALESBURG MICROPOLITAN STATISTICAL AREA,2019,3,"21,806","20,508","1,298",6
GALESBURG MICROPOLITAN STATISTICAL AREA,2019,4,"21,819","20,859",960,4.4
GALESBURG MICROPOLITAN STATISTICAL AREA,2019,5,"22,178","21,274",904,4.1
GALESBURG MICROPOLITAN STATISTICAL AREA,2019,6,"22,109","21,110",999,4.5
GALESBURG MICROPOLITAN STATISTICAL AREA,2019,7,"22,155","21,082","1,073",4.8
GALESBURG MICROPOLITAN STATISTICAL AREA,2019,8,"22,069","21,037","1,032",4.7
GALESBURG MICROPOLITAN STATISTICAL AREA,2019,9,"21,993","21,010",983,4.5
GALESBURG MICROPOLITAN STATISTICAL AREA,2019,10,"21,796","20,806",990,4.5
GALESBURG MICROPOLITAN STATISTICAL AREA,2019,11,"21,605","20,666",939,4.3
GALESBURG MICROPOLITAN STATISTICAL AREA,2019,12,"21,315","20,308","1,007",4.7
JACKSONVILLE MICROPOLITAN STATISTICAL AREA,2019,13,"21,856","20,771","1,085",5
