Municipality,Year,Month,Labor Force,Employed,Unemployed,Unemployment Rate
WILLIAMSON COUNTY,2017,9,"31,973","30,429","1,544",4.8
WILLIAMSON COUNTY,2017,10,"32,156","30,691","1,465",4.6
WILLIAMSON COUNTY,2017,11,"32,369","30,872","1,497",4.6
WILLIAMSON COUNTY,2017,12,"31,720","30,173","1,547",4.9
WILLIAMSON COUNTY,2017,13,"31,820","30,172","1,648",5.2
WINNEBAGO COUNTY,2017,1,"142,076","128,212","13,864",9.8
WINNEBAGO COUNTY,2017,2,"138,594","126,225","12,369",8.9
WINNEBAGO COUNTY,2017,3,"138,041","126,584","11,457",8.3
WINNEBAGO COUNTY,2017,4,"137,481","128,214","9,267",6.7
WINNEBAGO COUNTY,2017,5,"137,757","129,517","8,240",6
WINNEBAGO COUNTY,2017,6,"139,519","131,701","7,818",5.6
WINNEBAGO COUNTY,2017,7,"140,344","132,365","7,979",5.7
WINNEBAGO COUNTY,2017,8,"138,929","130,722","8,207",5.9
WINNEBAGO COUNTY,2017,9,"138,618","131,260","7,358",5.3
WINNEBAGO COUNTY,2017,10,"138,682","131,649","7,033",5.1
WINNEBAGO COUNTY,2017,11,"139,318","132,225","7,093",5.1
WINNEBAGO COUNTY,2017,12,"139,553","132,300","7,253",5.2
WINNEBAGO COUNTY,2017,13,"139,076","130,081","8,995",6.5
WOODFORD COUNTY,2017,1,"18,805","17,601","1,204",6.4
WOODFORD COUNTY,2017,2,"18,639","17,589","1,050",5.6
WOODFORD COUNTY,2017,3,"18,798","17,852",946,5
WOODFORD COUNTY,2017,4,"18,984","18,221",763,4
WOODFORD COUNTY,2017,5,"18,955","18,232",723,3.8
WOODFORD COUNTY,2017,6,"19,131","18,344",787,4.1
WOODFORD COUNTY,2017,7,"19,203","18,386",817,4.3
WOODFORD COUNTY,2017,8,"19,141","18,326",815,4.3
WOODFORD COUNTY,2017,9,"18,984","18,284",700,3.7
WOODFORD COUNTY,2017,10,"18,919","18,205",714,3.8
WOODFORD COUNTY,2017,11,"18,899","18,165",734,3.9
WOODFORD COUNTY,2017,12,"18,763","18,007",756,4
WOODFORD COUNTY,2017,13,"18,935","18,101",834,4.4
,,,,,,
CITIES,,,,,,
,,,,,,
ADDISON VILLAGE,2017,1,"19,412","18,129","1,283",6.6
ADDISON VILLAGE,2017,2,"19,467","18,268","1,199",6.2
ADDISON VILLAGE,2017,3,"19,435","18,423","1,012",5.2
ADDISON VILLAGE,2017,4,"19,189","18,325",864,4.5
ADDISON VILLAGE,2017,5,"19,142","18,386",756,3.9
ADDISON VILLAGE,2017,6,"19,471","18,615",856,4.4
ADDISON VILLAGE,2017,7,"19,414","18,595",819,4.2
ADDISON VILLAGE,2017,8,"19,287","18,393",894,4.6
ADDISON VILLAGE,2017,9,"19,164","18,407",757,4
ADDISON VILLAGE,2017,10,"19,107","18,358",749,3.9
ADDISON VILLAGE,2017,11,"19,203","18,406",797,4.2
ADDISON VILLAGE,2017,12,"19,220","18,312",908,4.7
ADDISON VILLAGE,2017,13,"19,293","18,385",908,4.7
ALGONQUIN VILLAGE,2017,1,"17,152","16,322",830,4.8
ALGONQUIN VILLAGE,2017,2,"17,199","16,428",771,4.5
ALGONQUIN VILLAGE,2017,3,"17,248","16,582",666,3.9
ALGONQUIN VILLAGE,2017,4,"17,209","16,565",644,3.7
ALGONQUIN VILLAGE,2017,5,"17,270","16,624",646,3.7
ALGONQUIN VILLAGE,2017,6,"17,602","16,804",798,4.5
ALGONQUIN VILLAGE,2017,7,"17,606","16,799",807,4.6
ALGONQUIN VILLAGE,2017,8,"17,392","16,615",777,4.5
ALGONQUIN VILLAGE,2017,9,"17,351","16,649",702,4
ALGONQUIN VILLAGE,2017,10,"17,290","16,606",684,4
ALGONQUIN VILLAGE,2017,11,"17,314","16,646",668,3.9
ALGONQUIN VILLAGE,2017,12,"17,169","16,557",612,3.6
ALGONQUIN VILLAGE,2017,13,"17,317","16,600",717,4.1
ALTON CITY,2017,1,"11,537","10,646",891,7.7
ALTON CITY,2017,2,"11,571","10,748",823,7.1
ALTON CITY,2017,3,"11,521","10,757",764,6.6
ALTON CITY,2017,4,"11,537","10,866",671,5.8
ALTON CITY,2017,5,"11,466","10,793",673,5.9
ALTON CITY,2017,6,"11,639","10,836",803,6.9
ALTON CITY,2017,7,"11,705","10,869",836,7.1
ALTON CITY,2017,8,"11,595","10,777",818,7.1
ALTON CITY,2017,9,"11,581","10,858",723,6.2
ALTON CITY,2017,10,"11,540","10,831",709,6.1
ALTON CITY,2017,11,"11,533","10,845",688,6
ALTON CITY,2017,12,"11,490","10,800",690,6
ALTON CITY,2017,13,"11,559","10,802",757,6.5
ARLINGTON HEIGHTS VILLAGE,2017,1,"40,570","38,916","1,654",4.1
ARLINGTON HEIGHTS VILLAGE,2017,2,"40,775","39,216","1,559",3.8
ARLINGTON HEIGHTS VILLAGE,2017,3,"40,891","39,551","1,340",3.3
ARLINGTON HEIGHTS VILLAGE,2017,4,"40,758","39,333","1,425",3.5
ARLINGTON HEIGHTS VILLAGE,2017,5,"40,901","39,472","1,429",3.5
ARLINGTON HEIGHTS VILLAGE,2017,6,"41,688","39,963","1,725",4.1
ARLINGTON HEIGHTS VILLAGE,2017,7,"41,567","39,919","1,648",4
ARLINGTON HEIGHTS VILLAGE,2017,8,"41,201","39,488","1,713",4.2
ARLINGTON HEIGHTS VILLAGE,2017,9,"41,046","39,517","1,529",3.7
ARLINGTON HEIGHTS VILLAGE,2017,10,"40,941","39,410","1,531",3.7
ARLINGTON HEIGHTS VILLAGE,2017,11,"40,946","39,513","1,433",3.5
ARLINGTON HEIGHTS VILLAGE,2017,12,"40,574","39,317","1,257",3.1
ARLINGTON HEIGHTS VILLAGE,2017,13,"40,988","39,468","1,520",3.7
AURORA CITY,2017,1,"101,186","95,271","5,915",5.8
AURORA CITY,2017,2,"101,322","95,839","5,483",5.4
AURORA CITY,2017,3,"101,581","96,617","4,964",4.9
AURORA CITY,2017,4,"101,052","96,903","4,149",4.1
AURORA CITY,2017,5,"101,238","97,147","4,091",4
AURORA CITY,2017,6,"102,933","97,925","5,008",4.9
AURORA CITY,2017,7,"103,345","98,213","5,132",5
AURORA CITY,2017,8,"102,709","97,134","5,575",5.4
AURORA CITY,2017,9,"102,312","97,625","4,687",4.6
AURORA CITY,2017,10,"101,995","97,396","4,599",4.5
AURORA CITY,2017,11,"102,166","97,683","4,483",4.4
AURORA CITY,2017,12,"101,928","97,286","4,642",4.6
AURORA CITY,2017,13,"101,981","97,087","4,894",4.8
BARTLETT VILLAGE,2017,1,"23,036","21,940","1,096",4.8
BARTLETT VILLAGE,2017,2,"23,132","22,109","1,023",4.4
BARTLETT VILLAGE,2017,3,"23,196","22,297",899,3.9
BARTLETT VILLAGE,2017,4,"23,063","22,176",887,3.8
BARTLETT VILLAGE,2017,5,"23,112","22,252",860,3.7
BARTLETT VILLAGE,2017,6,"23,579","22,530","1,049",4.4
BARTLETT VILLAGE,2017,7,"23,531","22,505","1,026",4.4
BARTLETT VILLAGE,2017,8,"23,327","22,260","1,067",4.6
BARTLETT VILLAGE,2017,9,"23,227","22,277",950,4.1
BARTLETT VILLAGE,2017,10,"23,101","22,218",883,3.8
BARTLETT VILLAGE,2017,11,"23,119","22,276",843,3.6
BARTLETT VILLAGE,2017,12,"22,963","22,163",800,3.5
BARTLETT VILLAGE,2017,13,"23,199","22,250",949,4.1
BATAVIA CITY,2017,1,"13,636","12,960",676,5
BATAVIA CITY,2017,2,"13,644","13,025",619,4.5
BATAVIA CITY,2017,3,"13,684","13,128",556,4.1
BATAVIA CITY,2017,4,"13,723","13,232",491,3.6
BATAVIA CITY,2017,5,"13,771","13,261",510,3.7
BATAVIA CITY,2017,6,"13,906","13,330",576,4.1
BATAVIA CITY,2017,7,"14,000","13,402",598,4.3
BATAVIA CITY,2017,8,"13,883","13,256",627,4.5
BATAVIA CITY,2017,9,"13,912","13,358",554,4
BATAVIA CITY,2017,10,"13,860","13,328",532,3.8
BATAVIA CITY,2017,11,"13,908","13,370",538,3.9
BATAVIA CITY,2017,12,"13,857","13,327",530,3.8
BATAVIA CITY,2017,13,"13,815","13,248",567,4.1
BELLEVILLE CITY,2017,1,"22,047","20,747","1,300",5.9
BELLEVILLE CITY,2017,2,"22,113","20,953","1,160",5.2
BELLEVILLE CITY,2017,3,"22,039","20,961","1,078",4.9
BELLEVILLE CITY,2017,4,"22,155","21,159",996,4.5
BELLEVILLE CITY,2017,5,"22,034","21,016","1,018",4.6
BELLEVILLE CITY,2017,6,"22,297","21,095","1,202",5.4
BELLEVILLE CITY,2017,7,"22,466","21,170","1,296",5.8
BELLEVILLE CITY,2017,8,"22,284","20,994","1,290",5.8
BELLEVILLE CITY,2017,9,"22,293","21,158","1,135",5.1
BELLEVILLE CITY,2017,10,"22,185","21,104","1,081",4.9
BELLEVILLE CITY,2017,11,"22,237","21,135","1,102",5
BELLEVILLE CITY,2017,12,"22,172","21,061","1,111",5
BELLEVILLE CITY,2017,13,"22,193","21,046","1,147",5.2
BELVIDERE CITY,2017,1,"12,508","10,593","1,915",15.3
BELVIDERE CITY,2017,2,"12,062","10,417","1,645",13.6
BELVIDERE CITY,2017,3,"11,971","10,475","1,496",12.5
BELVIDERE CITY,2017,4,"11,728","10,635","1,093",9.3
BELVIDERE CITY,2017,5,"11,574","10,752",822,7.1
BELVIDERE CITY,2017,6,"11,696","10,941",755,6.5
BELVIDERE CITY,2017,7,"11,714","10,971",743,6.3
BELVIDERE CITY,2017,8,"11,543","10,830",713,6.2
BELVIDERE CITY,2017,9,"11,462","10,860",602,5.3
BELVIDERE CITY,2017,10,"11,487","10,892",595,5.2
BELVIDERE CITY,2017,11,"11,574","10,928",646,5.6
BELVIDERE CITY,2017,12,"11,704","10,909",795,6.8
BELVIDERE CITY,2017,13,"11,752","10,767",985,8.4
BERWYN CITY,2017,1,"27,199","25,467","1,732",6.4
BERWYN CITY,2017,2,"27,232","25,664","1,568",5.8
BERWYN CITY,2017,3,"27,224","25,883","1,341",4.9
BERWYN CITY,2017,4,"27,001","25,740","1,261",4.7
BERWYN CITY,2017,5,"27,021","25,831","1,190",4.4
BERWYN CITY,2017,6,"27,649","26,152","1,497",5.4
BERWYN CITY,2017,7,"27,637","26,123","1,514",5.5
BERWYN CITY,2017,8,"27,410","25,841","1,569",5.7
BERWYN CITY,2017,9,"27,169","25,860","1,309",4.8
BERWYN CITY,2017,10,"27,111","25,790","1,321",4.9
BERWYN CITY,2017,11,"27,106","25,858","1,248",4.6
BERWYN CITY,2017,12,"27,012","25,729","1,283",4.7
BERWYN CITY,2017,13,"27,231","25,828","1,403",5.2
BLOOMINGTON CITY,2017,1,"39,777","37,670","2,107",5.3
BLOOMINGTON CITY,2017,2,"40,667","38,760","1,907",4.7
BLOOMINGTON CITY,2017,3,"40,513","38,804","1,709",4.2
BLOOMINGTON CITY,2017,4,"41,096","39,645","1,451",3.5
BLOOMINGTON CITY,2017,5,"40,377","38,923","1,454",3.6
BLOOMINGTON CITY,2017,6,"39,704","38,035","1,669",4.2
BLOOMINGTON CITY,2017,7,"40,356","38,610","1,746",4.3
BLOOMINGTON CITY,2017,8,"40,213","38,406","1,807",4.5
BLOOMINGTON CITY,2017,9,"40,815","39,267","1,548",3.8
BLOOMINGTON CITY,2017,10,"40,645","39,081","1,564",3.8
BLOOMINGTON CITY,2017,11,"40,633","39,062","1,571",3.9
BLOOMINGTON CITY,2017,12,"40,147","38,550","1,597",4
BLOOMINGTON CITY,2017,13,"40,412","38,734","1,678",4.2
BOLINGBROOK VILLAGE,2017,1,"40,372","38,288","2,084",5.2
BOLINGBROOK VILLAGE,2017,2,"40,568","38,565","2,003",4.9
BOLINGBROOK VILLAGE,2017,3,"40,609","38,880","1,729",4.3
BOLINGBROOK VILLAGE,2017,4,"40,473","38,721","1,752",4.3
BOLINGBROOK VILLAGE,2017,5,"40,549","38,795","1,754",4.3
BOLINGBROOK VILLAGE,2017,6,"41,466","39,286","2,180",5.3
BOLINGBROOK VILLAGE,2017,7,"41,413","39,257","2,156",5.2
BOLINGBROOK VILLAGE,2017,8,"40,986","38,797","2,189",5.3
BOLINGBROOK VILLAGE,2017,9,"40,713","38,831","1,882",4.6
BOLINGBROOK VILLAGE,2017,10,"40,573","38,746","1,827",4.5
BOLINGBROOK VILLAGE,2017,11,"40,572","38,857","1,715",4.2
BOLINGBROOK VILLAGE,2017,12,"40,265","38,616","1,649",4.1
BOLINGBROOK VILLAGE,2017,13,"40,713","38,803","1,910",4.7
BUFFALO GROVE VILLAGE,2017,1,"24,117","23,064","1,053",4.4
BUFFALO GROVE VILLAGE,2017,2,"24,094","23,149",945,3.9
BUFFALO GROVE VILLAGE,2017,3,"24,141","23,268",873,3.6
BUFFALO GROVE VILLAGE,2017,4,"24,223","23,434",789,3.3
BUFFALO GROVE VILLAGE,2017,5,"24,352","23,490",862,3.5
BUFFALO GROVE VILLAGE,2017,6,"24,952","23,960",992,4
BUFFALO GROVE VILLAGE,2017,7,"25,100","24,126",974,3.9
BUFFALO GROVE VILLAGE,2017,8,"24,844","23,815","1,029",4.1
BUFFALO GROVE VILLAGE,2017,9,"24,723","23,829",894,3.6
BUFFALO GROVE VILLAGE,2017,10,"24,631","23,743",888,3.6
BUFFALO GROVE VILLAGE,2017,11,"24,649","23,790",859,3.5
BUFFALO GROVE VILLAGE,2017,12,"24,396","23,632",764,3.1
BUFFALO GROVE VILLAGE,2017,13,"24,518","23,608",910,3.7
BURBANK CITY,2017,1,"14,097","13,194",903,6.4
BURBANK CITY,2017,2,"14,142","13,296",846,6
BURBANK CITY,2017,3,"14,109","13,409",700,5
BURBANK CITY,2017,4,"14,035","13,336",699,5
BURBANK CITY,2017,5,"14,035","13,382",653,4.7
BURBANK CITY,2017,6,"14,298","13,549",749,5.2
BURBANK CITY,2017,7,"14,266","13,534",732,5.1
BURBANK CITY,2017,8,"14,093","13,388",705,5
BURBANK CITY,2017,9,"14,015","13,398",617,4.4
BURBANK CITY,2017,10,"13,996","13,362",634,4.5
BURBANK CITY,2017,11,"14,032","13,396",636,4.5
BURBANK CITY,2017,12,"13,999","13,330",669,4.8
BURBANK CITY,2017,13,"14,093","13,381",712,5.1
CALUMET CITY CITY,2017,1,"16,131","14,738","1,393",8.6
CALUMET CITY CITY,2017,2,"16,163","14,851","1,312",8.1
CALUMET CITY CITY,2017,3,"16,116","14,978","1,138",7.1
CALUMET CITY CITY,2017,4,"16,068","14,896","1,172",7.3
CALUMET CITY CITY,2017,5,"16,148","14,948","1,200",7.4
CALUMET CITY CITY,2017,6,"16,653","15,134","1,519",9.1
CALUMET CITY CITY,2017,7,"16,712","15,117","1,595",9.5
CALUMET CITY CITY,2017,8,"16,537","14,954","1,583",9.6
CALUMET CITY CITY,2017,9,"16,261","14,965","1,296",8
CALUMET CITY CITY,2017,10,"16,180","14,925","1,255",7.8
CALUMET CITY CITY,2017,11,"16,124","14,964","1,160",7.2
CALUMET CITY CITY,2017,12,"15,933","14,889","1,044",6.6
CALUMET CITY CITY,2017,13,"16,253","14,947","1,306",8
CARBONDALE CITY,2017,1,"11,480","10,850",630,5.5
CARBONDALE CITY,2017,2,"11,764","11,201",563,4.8
CARBONDALE CITY,2017,3,"11,785","11,263",522,4.4
CARBONDALE CITY,2017,4,"11,805","11,360",445,3.8
CARBONDALE CITY,2017,5,"11,489","10,996",493,4.3
CARBONDALE CITY,2017,6,"11,259","10,676",583,5.2
CARBONDALE CITY,2017,7,"11,664","11,059",605,5.2
CARBONDALE CITY,2017,8,"11,496","10,915",581,5.1
CARBONDALE CITY,2017,9,"11,706","11,196",510,4.4
CARBONDALE CITY,2017,10,"11,824","11,288",536,4.5
CARBONDALE CITY,2017,11,"11,872","11,346",526,4.4
CARBONDALE CITY,2017,12,"11,557","11,077",480,4.2
CARBONDALE CITY,2017,13,"11,642","11,102",540,4.6
CAROL STREAM VILLAGE,2017,1,"23,500","22,513",987,4.2
CAROL STREAM VILLAGE,2017,2,"23,650","22,685",965,4.1
CAROL STREAM VILLAGE,2017,3,"23,741","22,878",863,3.6
CAROL STREAM VILLAGE,2017,4,"23,598","22,756",842,3.6
CAROL STREAM VILLAGE,2017,5,"23,676","22,832",844,3.6
CAROL STREAM VILLAGE,2017,6,"24,187","23,117","1,070",4.4
CAROL STREAM VILLAGE,2017,7,"24,146","23,092","1,054",4.4
CAROL STREAM VILLAGE,2017,8,"23,915","22,840","1,075",4.5
CAROL STREAM VILLAGE,2017,9,"23,815","22,858",957,4
CAROL STREAM VILLAGE,2017,10,"23,728","22,797",931,3.9
CAROL STREAM VILLAGE,2017,11,"23,725","22,857",868,3.7
CAROL STREAM VILLAGE,2017,12,"23,538","22,740",798,3.4
CAROL STREAM VILLAGE,2017,13,"23,768","22,830",938,3.9
CARPENTERSVILLE VILLAGE,2017,1,"19,474","17,451","2,023",10.4
CARPENTERSVILLE VILLAGE,2017,2,"19,353","17,538","1,815",9.4
CARPENTERSVILLE VILLAGE,2017,3,"19,298","17,677","1,621",8.4
CARPENTERSVILLE VILLAGE,2017,4,"18,869","17,817","1,052",5.6
CARPENTERSVILLE VILLAGE,2017,5,"18,703","17,857",846,4.5
CARPENTERSVILLE VILLAGE,2017,6,"18,865","17,950",915,4.9
CARPENTERSVILLE VILLAGE,2017,7,"18,998","18,047",951,5
CARPENTERSVILLE VILLAGE,2017,8,"18,852","17,850","1,002",5.3
CARPENTERSVILLE VILLAGE,2017,9,"18,741","17,987",754,4
CARPENTERSVILLE VILLAGE,2017,10,"18,750","17,947",803,4.3
CARPENTERSVILLE VILLAGE,2017,11,"18,987","18,003",984,5.2
CARPENTERSVILLE VILLAGE,2017,12,"19,377","17,945","1,432",7.4
CARPENTERSVILLE VILLAGE,2017,13,"19,022","17,839","1,183",6.2
CHAMPAIGN CITY,2017,1,"42,977","40,747","2,230",5.2
CHAMPAIGN CITY,2017,2,"45,354","43,320","2,034",4.5
CHAMPAIGN CITY,2017,3,"45,236","43,311","1,925",4.3
CHAMPAIGN CITY,2017,4,"45,749","44,163","1,586",3.5
CHAMPAIGN CITY,2017,5,"44,871","43,182","1,689",3.8
CHAMPAIGN CITY,2017,6,"42,959","40,976","1,983",4.6
CHAMPAIGN CITY,2017,7,"43,460","41,433","2,027",4.7
CHAMPAIGN CITY,2017,8,"42,450","40,485","1,965",4.6
CHAMPAIGN CITY,2017,9,"45,653","43,925","1,728",3.8
CHAMPAIGN CITY,2017,10,"45,986","44,106","1,880",4.1
CHAMPAIGN CITY,2017,11,"45,913","44,026","1,887",4.1
CHAMPAIGN CITY,2017,12,"45,390","43,662","1,728",3.8
CHAMPAIGN CITY,2017,13,"44,667","42,778","1,889",4.2
CHICAGO CITY,2017,1,"1,348,714","1,266,608","82,106",6.1
CHICAGO CITY,2017,2,"1,352,560","1,276,377","76,183",5.6
CHICAGO CITY,2017,3,"1,352,879","1,287,272","65,607",4.8
CHICAGO CITY,2017,4,"1,347,496","1,280,183","67,313",5
CHICAGO CITY,2017,5,"1,351,610","1,284,684","66,926",5
CHICAGO CITY,2017,6,"1,379,610","1,300,690","78,920",5.7
CHICAGO CITY,2017,7,"1,379,343","1,299,233","80,110",5.8
CHICAGO CITY,2017,8,"1,369,183","1,285,215","83,968",6.1
CHICAGO CITY,2017,9,"1,359,167","1,286,161","73,006",5.4
CHICAGO CITY,2017,10,"1,353,091","1,282,672","70,419",5.2
CHICAGO CITY,2017,11,"1,352,897","1,286,030","66,867",4.9
CHICAGO CITY,2017,12,"1,343,260","1,279,639","63,621",4.7
CHICAGO CITY,2017,13,"1,357,485","1,284,564","72,921",5.4
CHICAGO HEIGHTS CITY,2017,1,"12,944","11,692","1,252",9.7
CHICAGO HEIGHTS CITY,2017,2,"12,922","11,783","1,139",8.8
CHICAGO HEIGHTS CITY,2017,3,"12,912","11,883","1,029",8
CHICAGO HEIGHTS CITY,2017,4,"12,701","11,818",883,7
CHICAGO HEIGHTS CITY,2017,5,"12,690","11,859",831,6.5
CHICAGO HEIGHTS CITY,2017,6,"13,006","12,007",999,7.7
CHICAGO HEIGHTS CITY,2017,7,"13,039","11,994","1,045",8
CHICAGO HEIGHTS CITY,2017,8,"12,927","11,864","1,063",8.2
CHICAGO HEIGHTS CITY,2017,9,"12,814","11,873",941,7.3
CHICAGO HEIGHTS CITY,2017,10,"12,756","11,841",915,7.2
CHICAGO HEIGHTS CITY,2017,11,"12,753","11,872",881,6.9
CHICAGO HEIGHTS CITY,2017,12,"12,800","11,813",987,7.7
CHICAGO HEIGHTS CITY,2017,13,"12,855","11,858",997,7.8
CICERO TOWN,2017,1,"36,676","33,833","2,843",7.8
CICERO TOWN,2017,2,"36,608","34,094","2,514",6.9
CICERO TOWN,2017,3,"36,529","34,385","2,144",5.9
CICERO TOWN,2017,4,"36,012","34,195","1,817",5
CICERO TOWN,2017,5,"35,951","34,316","1,635",4.5
CICERO TOWN,2017,6,"36,681","34,743","1,938",5.3
CICERO TOWN,2017,7,"36,558","34,704","1,854",5.1
CICERO TOWN,2017,8,"36,197","34,330","1,867",5.2
CICERO TOWN,2017,9,"36,010","34,355","1,655",4.6
CICERO TOWN,2017,10,"36,009","34,262","1,747",4.9
CICERO TOWN,2017,11,"36,044","34,351","1,693",4.7
CICERO TOWN,2017,12,"36,072","34,181","1,891",5.2
CICERO TOWN,2017,13,"36,279","34,312","1,967",5.4
COLLINSVILLE CITY,2017,1,"12,922","12,135",787,6.1
COLLINSVILLE CITY,2017,2,"12,914","12,253",661,5.1
COLLINSVILLE CITY,2017,3,"12,883","12,262",621,4.8
COLLINSVILLE CITY,2017,4,"12,939","12,386",553,4.3
COLLINSVILLE CITY,2017,5,"12,857","12,302",555,4.3
COLLINSVILLE CITY,2017,6,"13,010","12,350",660,5.1
COLLINSVILLE CITY,2017,7,"13,063","12,389",674,5.2
COLLINSVILLE CITY,2017,8,"12,969","12,285",684,5.3
COLLINSVILLE CITY,2017,9,"12,981","12,378",603,4.6
COLLINSVILLE CITY,2017,10,"12,944","12,346",598,4.6
COLLINSVILLE CITY,2017,11,"12,964","12,362",602,4.6
COLLINSVILLE CITY,2017,12,"12,884","12,312",572,4.4
COLLINSVILLE CITY,2017,13,"12,944","12,313",631,4.9
CRYSTAL LAKE CITY,2017,1,"22,412","21,362","1,050",4.7
CRYSTAL LAKE CITY,2017,2,"22,465","21,512",953,4.2
CRYSTAL LAKE CITY,2017,3,"22,526","21,726",800,3.6
CRYSTAL LAKE CITY,2017,4,"22,404","21,633",771,3.4
CRYSTAL LAKE CITY,2017,5,"22,502","21,721",781,3.5
CRYSTAL LAKE CITY,2017,6,"23,010","22,001","1,009",4.4
CRYSTAL LAKE CITY,2017,7,"22,943","21,948",995,4.3
CRYSTAL LAKE CITY,2017,8,"22,728","21,707","1,021",4.5
CRYSTAL LAKE CITY,2017,9,"22,573","21,708",865,3.8
CRYSTAL LAKE CITY,2017,10,"22,512","21,649",863,3.8
CRYSTAL LAKE CITY,2017,11,"22,529","21,695",834,3.7
CRYSTAL LAKE CITY,2017,12,"22,327","21,561",766,3.4
CRYSTAL LAKE CITY,2017,13,"22,577","21,685",892,4
DANVILLE CITY,2017,1,"12,514","11,505","1,009",8.1
DANVILLE CITY,2017,2,"12,488","11,545",943,7.6
DANVILLE CITY,2017,3,"12,527","11,640",887,7.1
DANVILLE CITY,2017,4,"12,634","11,815",819,6.5
DANVILLE CITY,2017,5,"12,560","11,687",873,7
DANVILLE CITY,2017,6,"12,612","11,610","1,002",7.9
DANVILLE CITY,2017,7,"12,728","11,638","1,090",8.6
DANVILLE CITY,2017,8,"12,598","11,522","1,076",8.5
DANVILLE CITY,2017,9,"12,562","11,677",885,7
DANVILLE CITY,2017,10,"12,477","11,596",881,7.1
DANVILLE CITY,2017,11,"12,485","11,610",875,7
DANVILLE CITY,2017,12,"12,494","11,569",925,7.4
DANVILLE CITY,2017,13,"12,557","11,618",939,7.5
DECATUR CITY,2017,1,"32,566","30,110","2,456",7.5
DECATUR CITY,2017,2,"32,347","30,165","2,182",6.7
DECATUR CITY,2017,3,"32,362","30,354","2,008",6.2
DECATUR CITY,2017,4,"32,303","30,553","1,750",5.4
DECATUR CITY,2017,5,"32,187","30,452","1,735",5.4
DECATUR CITY,2017,6,"32,523","30,426","2,097",6.4
DECATUR CITY,2017,7,"32,780","30,613","2,167",6.6
DECATUR CITY,2017,8,"32,639","30,376","2,263",6.9
DECATUR CITY,2017,9,"32,543","30,601","1,942",6
DECATUR CITY,2017,10,"32,375","30,506","1,869",5.8
DECATUR CITY,2017,11,"32,291","30,389","1,902",5.9
DECATUR CITY,2017,12,"31,926","29,985","1,941",6.1
DECATUR CITY,2017,13,"32,404","30,378","2,026",6.3
DEKALB CITY,2017,1,"22,068","20,735","1,333",6
DEKALB CITY,2017,2,"22,038","20,815","1,223",5.5
DEKALB CITY,2017,3,"22,186","21,039","1,147",5.2
DEKALB CITY,2017,4,"22,215","21,241",974,4.4
DEKALB CITY,2017,5,"22,313","21,321",992,4.4
DEKALB CITY,2017,6,"22,593","21,450","1,143",5.1
DEKALB CITY,2017,7,"22,661","21,513","1,148",5.1
DEKALB CITY,2017,8,"22,387","21,279","1,108",4.9
DEKALB CITY,2017,9,"22,315","21,411",904,4.1
DEKALB CITY,2017,10,"22,296","21,357",939,4.2
DEKALB CITY,2017,11,"22,339","21,401",938,4.2
DEKALB CITY,2017,12,"22,143","21,294",849,3.8
DEKALB CITY,2017,13,"22,296","21,238","1,058",4.7
DES PLAINES CITY,2017,1,"32,353","30,553","1,800",5.6
DES PLAINES CITY,2017,2,"32,443","30,788","1,655",5.1
DES PLAINES CITY,2017,3,"32,451","31,051","1,400",4.3
DES PLAINES CITY,2017,4,"32,186","30,880","1,306",4.1
DES PLAINES CITY,2017,5,"32,215","30,989","1,226",3.8
DES PLAINES CITY,2017,6,"32,810","31,375","1,435",4.4
DES PLAINES CITY,2017,7,"32,709","31,340","1,369",4.2
DES PLAINES CITY,2017,8,"32,446","31,002","1,444",4.5
DES PLAINES CITY,2017,9,"32,237","31,024","1,213",3.8
DES PLAINES CITY,2017,10,"32,149","30,940","1,209",3.8
DES PLAINES CITY,2017,11,"32,183","31,021","1,162",3.6
DES PLAINES CITY,2017,12,"32,107","30,867","1,240",3.9
DES PLAINES CITY,2017,13,"32,358","30,986","1,372",4.2
DOLTON VILLAGE,2017,1,"10,340","9,512",828,8
DOLTON VILLAGE,2017,2,"10,364","9,586",778,7.5
DOLTON VILLAGE,2017,3,"10,406","9,667",739,7.1
DOLTON VILLAGE,2017,4,"10,405","9,614",791,7.6
DOLTON VILLAGE,2017,5,"10,470","9,648",822,7.9
DOLTON VILLAGE,2017,6,"10,872","9,768","1,104",10.2
DOLTON VILLAGE,2017,7,"10,911","9,757","1,154",10.6
DOLTON VILLAGE,2017,8,"10,749","9,652","1,097",10.2
DOLTON VILLAGE,2017,9,"10,574","9,659",915,8.7
DOLTON VILLAGE,2017,10,"10,542","9,633",909,8.6
DOLTON VILLAGE,2017,11,"10,495","9,658",837,8
DOLTON VILLAGE,2017,12,"10,357","9,610",747,7.2
DOLTON VILLAGE,2017,13,"10,540","9,647",893,8.5
DOWNERS GROVE VILLAGE,2017,1,"27,064","25,952","1,112",4.1
DOWNERS GROVE VILLAGE,2017,2,"27,184","26,151","1,033",3.8
DOWNERS GROVE VILLAGE,2017,3,"27,249","26,373",876,3.2
DOWNERS GROVE VILLAGE,2017,4,"27,132","26,232",900,3.3
DOWNERS GROVE VILLAGE,2017,5,"27,247","26,319",928,3.4
DOWNERS GROVE VILLAGE,2017,6,"27,739","26,648","1,091",3.9
DOWNERS GROVE VILLAGE,2017,7,"27,701","26,619","1,082",3.9
