Month,Year,Municipality,Establishment Count,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
JUL,20,Abingdon,4,17,587381.13,545539.57,41841.56,148132,106290.49,41841.51,14226.21,12134.11,2092.1
JUL,20,Adams County,13,54,2238263.3,2038911.16,199352.14,699540,500185.97,199354.03,67780.55,57812.86,9967.69
JUL,20,Addieville,1,5,78234.39,72427.54,5806.85,30635,24828.15,5806.85,1974.37,1684.02,290.35
JUL,20,Addison,23,123,8044702.14,7370236.58,674465.56,2501984,1827499.24,674484.76,229325.18,195600.89,33724.29
JUL,20,Albany,2,7,161671.14,146062.55,15608.59,55881,40249.23,15631.77,5314.87,4533.26,781.61
JUL,20,Albers,1,4,148159.58,137443.93,10715.65,47943,37227.35,10715.65,3643.38,3107.59,535.79
JUL,20,Albion,4,18,153086.12,142765.2,10320.92,34211,23889.39,10321.61,3509.4,2993.31,516.09
JUL,20,Aledo,6,25,704312.08,655966.66,48345.42,196196,147850.88,48345.12,16437.28,14020.04,2417.24
JUL,20,Alexander County,3,13,562025.45,512740.65,49284.8,155547,106261.73,49285.27,16757.05,14292.78,2464.27
JUL,20,Alexis,2,7,128601.76,119536.17,9065.59,46271,37205.41,9065.59,3082.35,2629.07,453.28
JUL,20,Algonquin,17,81,2220906.26,2049017.66,171888.6,711884,539962.66,171921.34,58453.58,49857.46,8596.12
JUL,20,Alhambra,2,7,111516.12,101490.58,10025.54,40927,30901.31,10025.69,3408.83,2907.54,501.29
JUL,20,Alorton,3,17,1818121.84,1663414.07,154707.77,628938,473625.93,155312.07,52806.18,45040.57,7765.61
JUL,20,Alpha,1,4,146126.08,137747.34,8378.74,41997,33618.2,8378.8,2848.8,2429.86,418.94
JUL,20,Alsey,1,5,355465.61,325715,29750.61,108706,78955.39,29750.61,10115.22,8627.69,1487.53
JUL,20,Alsip,15,87,7685625.91,7066735.36,618890.55,2513627,1894555.44,619071.56,210484.47,179530.87,30953.6
JUL,20,Altamont,7,33,1268491.87,1182721.98,85769.89,392617,306846.16,85770.84,29162.23,24873.66,4288.57
JUL,20,Alto Pass,1,4,22847.16,21775.71,1071.45,6666,5594.55,1071.45,364.33,310.75,53.58
JUL,20,Alton,34,161,9734196.37,8912886.73,821309.64,2899942,2078581.59,821360.41,279263.04,238194.93,41068.11
JUL,20,Amboy,5,28,1322000.38,1193118.41,128881.97,394650,265767.47,128882.53,43820.08,37375.96,6444.12
JUL,20,Andalusia,1,4,105793.24,95905.95,9887.29,27596,17708.41,9887.59,3361.8,2867.42,494.38
JUL,20,Andover,1,5,206548.89,181201.77,25347.12,69479,44131.88,25347.12,8618.02,7350.67,1267.35
JUL,20,Anna,12,63,2445737.23,2223687.48,222049.75,696826,474776.15,222049.85,75497.01,64394.51,11102.5
JUL,20,Annawan,4,21,743664.41,680065.3,63599.11,221738,158078.79,63659.21,21644.22,18461.25,3182.97
JUL,20,Antioch,15,84,6557590.56,5992715.36,564875.2,2125898,1560989.76,564908.24,192068.93,163823.51,28245.42
JUL,20,Arcola,2,11,589873.07,539744.48,50128.59,183851,133721.11,50129.89,17044.24,14537.72,2506.52
JUL,20,Arenzville,1,2,15935.75,14542.56,1393.19,3898,2504.81,1393.19,473.68,404.02,69.66
JUL,20,Argenta,1,6,346308.66,311267.56,35041.1,123838,88796.9,35041.1,11913.92,10161.87,1752.05
JUL,20,Arlington,2,11,383204.4,355241.68,27962.72,114206,86239.24,27966.76,9508.7,8110.36,1398.34
JUL,20,Aroma Park,4,17,976231.84,894836.62,81395.22,325964,244568.76,81395.24,27674.39,23604.63,4069.76
JUL,20,Arthur,3,16,355130.81,334121.89,21008.92,120975,99964.96,21010.04,7143.53,6093.01,1050.52
JUL,20,Ashkum,2,8,114615.72,102593.97,12021.75,49725,37703.25,12021.75,4087.41,3486.33,601.08
JUL,20,Ashland,2,9,378823.07,349723.49,29099.58,105797,76697.35,29099.65,9893.89,8438.9,1454.99
JUL,20,Ashley,4,20,547910.32,492232.89,55677.43,181089,125410.97,55678.03,18930.55,16146.65,2783.9
JUL,20,Ashmore,3,15,777622.44,726975.66,50646.78,227068,176421.17,50646.83,17219.99,14687.64,2532.35
JUL,20,Ashton,3,15,465671.9,419360.06,46311.84,132960,86647.89,46312.11,15746.12,13430.51,2315.61
JUL,20,Assumption,3,16,431707.23,397375.05,34332.18,126274,91941.82,34332.18,11673.15,9956.52,1716.63
JUL,20,Athens,3,17,792496.66,722835.93,69660.73,247762,178100.91,69661.09,23684.8,20201.74,3483.06
JUL,20,Atkinson,2,11,423568.55,378858.37,44710.18,119414,74469.92,44944.08,15281.02,13033.81,2247.21
JUL,20,Atlanta,4,17,409100.96,373012.83,36088.13,122275,86186.58,36088.42,12270.07,10465.64,1804.43
JUL,20,Atwood,1,5,138259.02,128205.04,10053.98,31973,21919.02,10053.98,3418.36,2915.66,502.7
JUL,20,Auburn,12,58,2330835.5,2155625.8,175209.7,687608,512397.79,175210.21,59571.52,50811,8760.52
JUL,20,Augusta,3,10,325945.9,298274.98,27670.92,85732,58060.88,27671.12,9408.23,8024.67,1383.56
