Month,Year,Municipality,Establishment Count,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
DEC,17,Abingdon,4,15,533710.68,500158.22,33552.46,139538,105985.64,33552.36,10065.77,8388.15,1677.62
DEC,17,Adams County,11,39,1744595.38,1598748.69,145846.69,487890,342037.92,145852.08,43756.11,36463.46,7292.65
DEC,17,Addieville,1,4,67490.85,63943.81,3547.04,23308,19760.96,3547.04,1064.11,886.76,177.35
DEC,17,Addison,18,86,6777065.52,6201411.7,575653.82,2108191,1532536.95,575654.05,172697.27,143914.43,28782.84
DEC,17,Albany,2,8,130906.64,120334.32,10572.32,49508,38935.75,10572.25,3171.77,2643.15,528.62
DEC,17,Albers,1,3,101241.7,89280.12,11961.58,38909,26987.42,11921.58,3576.47,2980.39,596.08
DEC,17,Albion,3,10,155323,142824.39,12498.61,34800,22301.39,12498.61,3749.74,3124.78,624.96
DEC,17,Aledo,4,14,367222.43,332994.48,34227.95,111476,77247.92,34228.08,10268.49,8557.07,1711.42
DEC,17,Alexander County,3,12,338045.2,311953.17,26092.03,98953,72861.16,26091.84,7827.7,6523.1,1304.6
DEC,17,Alexis,1,4,75019.87,68322.24,6697.63,23611,16913.37,6697.63,2009.26,1674.39,334.87
DEC,17,Algonquin,13,59,2290154.52,2112204.33,177950.19,689804,511833.39,177970.61,53391.64,44493.06,8898.58
DEC,17,Alhambra,2,5,88956.37,81153.17,7803.2,28475,20671.8,7803.2,2340.97,1950.82,390.15
DEC,17,Alorton,1,5,1348483.19,1237114.4,111368.79,390944,280021.06,110922.94,33276.93,27730.78,5546.15
DEC,17,Alsey,1,4,39768.53,37554.67,2213.86,12061,9847.71,2213.29,664,553.34,110.66
DEC,17,Alsip,11,55,4980032.19,4593208.04,386824.15,1531745,1145087.2,386657.8,115997.91,96664.95,19332.96
DEC,17,Altamont,6,26,526916.96,488165.54,38751.42,149765,111012.98,38752.02,11625.87,9688.23,1937.64
DEC,17,Alton,30,127,6416424.64,5893961.53,522463.11,1892889,1370425.6,522463.4,156739.97,130616.66,26123.31
DEC,17,Altona,1,5,129120.79,120755.71,8365.08,38956,30590.8,8365.2,2509.6,2091.33,418.27
DEC,17,Amboy,6,28,943470.13,869526.97,73943.16,277263,203319.96,73943.04,22183.23,18486.02,3697.21
