Month,Year,Municipality,Establishment Count,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
DEC,18,Abingdon,4,16,551841.73,503874.03,47967.7,150598,102630.25,47967.75,14390.48,11992.07,2398.41
DEC,18,Adams County,12,42,1603005.41,1475873.87,127131.54,453814,326685.69,127128.31,38138.75,31782.29,6356.46
DEC,18,Addieville,1,4,104056.55,100505.58,3550.97,39593,36042.07,3550.93,1065.28,887.73,177.55
DEC,18,Addison,20,95,6926841.32,6314544.4,612296.92,2209674,1597376.5,612297.5,183690.11,153075.11,30615
DEC,18,Albany,2,8,158265.3,147902.79,10362.51,53359,42996.43,10362.57,3108.94,2590.79,518.15
DEC,18,Albers,1,4,119910.2,107623.4,12286.8,50623,38336.23,12286.77,3686.06,3071.72,614.34
DEC,18,Albion,4,16,255818.2,232082.05,23736.15,67348,43611.73,23736.27,7121.03,5934.18,1186.85
DEC,18,Aledo,6,24,636445.45,580914.08,55531.37,185629,130097.78,55531.22,16659.61,13883.02,2776.59
DEC,18,Alexander County,2,7,221721.33,203700.77,18020.56,65189,47168.34,18020.66,5406.23,4505.2,901.03
DEC,18,Alexis,1,3,88632.43,80737.25,7895.18,28647,20751.8,7895.2,2368.56,1973.8,394.76
DEC,18,Algonquin,15,67,2449017.16,2232820.1,216197.06,794734,578525.69,216208.31,64863.19,54052.68,10810.51
DEC,18,Alhambra,2,5,94837.82,84543.94,10293.88,31529,21235.12,10293.88,3088.24,2573.52,514.72
DEC,18,Alorton,2,10,1388311.31,1249804.57,138506.74,448799,310322.69,138476.31,41543,34619.17,6923.83
DEC,18,Alsey,2,9,282189.16,264109.09,18080.07,86595,68515.18,18079.82,5424.03,4520.03,904
DEC,18,Alsip,14,70,5633700.6,5151608.49,482092.11,1765382,1283399.01,481982.99,144595.68,120496.43,24099.25
DEC,18,Altamont,7,31,900122.6,829331.2,70791.4,255114,184322.73,70791.27,21237.52,17697.93,3539.59
DEC,18,Alto Pass,1,4,22182.58,20232.1,1950.48,6866,4915.66,1950.34,585.12,487.6,97.52
DEC,18,Alton,32,140,7259183.42,6648109.47,611073.95,2251480,1640405.48,611074.52,183323.27,152769.41,30553.86
DEC,18,Altona,1,5,114118.72,102713.68,11405.04,33161,21755.96,11405.04,3421.61,2851.35,570.26
DEC,18,Amboy,6,28,976730.55,890890.39,85840.16,308666,222825.46,85840.54,25752.56,21460.48,4292.08
DEC,18,Andalusia,1,4,61172.22,54906.65,6265.57,17396,11131.43,6264.57,1879.43,1566.19,313.24
DEC,18,Andover,1,5,203648.57,186939.57,16709,66736,50027.1,16708.9,5012.75,4177.3,835.45
DEC,18,Anna,10,47,1430483.11,1319236.18,111246.93,434400,323152.88,111247.12,33374.38,27812,5562.38
DEC,18,Annawan,4,20,966862.44,890127.66,76734.78,306765,230250.32,76514.68,22954.54,19128.79,3825.75
DEC,18,Antioch,14,68,5122036.95,4712596.77,409440.18,1656359,1246867.25,409491.75,122848.09,102373.43,20474.66
DEC,18,Arcola,3,13,562418.13,513386.3,49031.83,165087,116055.32,49031.68,14709.69,12258.08,2451.61
DEC,18,Arenzville,1,2,21019.28,19108.78,1910.5,8818,6907.4,1910.6,573.17,477.64,95.53
DEC,18,Argenta,2,10,216881.12,201821.02,15060.1,73296,58235.9,15060.1,4518.11,3765.1,753.01
DEC,18,Arlington,2,10,362211.24,333933.39,28277.85,116249,87971.48,28277.52,8483.41,7069.5,1413.91
DEC,18,Aroma Park,4,15,583429.02,525997.23,57431.79,201422,143990.26,57431.74,17229.66,14358.07,2871.59
DEC,18,Arthur,3,14,422441.37,384826.76,37614.61,155695,118078.79,37616.21,11284.98,9404.16,1880.82
DEC,18,Ashkum,2,6,179214.61,169428.03,9786.58,55470,45683.55,9786.45,2936,2446.66,489.34
DEC,18,Ashland,2,9,269121.19,250348.9,18772.29,80308,61536.95,18771.05,5631.39,4692.82,938.57
DEC,18,Ashley,4,20,561966.52,528881.18,33085.34,170896,137810.3,33085.7,9925.92,8271.6,1654.32
DEC,18,Ashmore,3,15,570482.22,525734.21,44748.01,167846,123097.73,44748.27,13424.6,11187.17,2237.43
DEC,18,Ashton,3,15,422815.86,391657.21,31158.65,135125,103966.5,31158.5,9347.69,7789.76,1557.93
DEC,18,Assumption,4,19,340589.14,322144.28,18444.86,103842,85396.99,18445.01,5533.76,4611.48,922.28
DEC,18,Astoria,1,3,61400.29,58615.98,2784.31,18738,15953.62,2784.38,835.38,696.15,139.23
DEC,18,Athens,4,20,687580.81,639321.5,48259.31,228039,179779.48,48259.52,14478.06,12065.05,2413.01
DEC,18,Atlanta,4,16,383868.92,361714.55,22154.37,109684,87529.63,22154.37,6646.48,5538.73,1107.75
DEC,18,Atwood,2,10,323338.95,304652.49,18686.46,84358,65671.47,18686.53,5606.07,4671.73,934.34
DEC,18,Auburn,7,28,1344963.25,1246195.56,98767.69,391084,292316.62,98767.38,29630.43,24692.02,4938.41
DEC,18,Augusta,3,10,187377.16,171528.2,15848.96,50041,34191.83,15849.17,4754.87,3962.39,792.48
DEC,18,Aurora,29,137,9333475.88,8530331.93,803143.95,2890385,2087250.68,803134.32,240941.65,200784.75,40156.9
DEC,18,Ava,2,7,207719.18,196848.88,10870.3,46679,35808.78,10870.22,3261.1,2717.58,543.52
DEC,18,Aviston,3,9,200530.52,188133.81,12396.71,59451,47054.47,12396.53,3718.97,3099.14,619.83
DEC,18,Avon,2,9,253594.08,230733.43,22860.65,79247,56253.2,22993.8,6898.21,5748.51,1149.7
